Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
4,L.Thomas o0.5 Runs Scored,Thespinzone,150,0.1,0.25,0.15,L.Thomas,Washington Nationals,New York Mets,0,0.56,1.0,0.6,1.0,0.6,1.0
5,C.Abrams o0.5 Runs Scored,Thespinzone,125,0.1,0.225,0.125,C.Abrams,Washington Nationals,New York Mets,0,0.4301075268817204,0.0,0.8,1.0,0.7,1.0
18,E.Julien o1.5 Total Bases,charliedisturco,120,0.5,1.1,0.6,E.Julien,Minnesota Twins,Kansas City Royals,0,,,,,,
6,L.Webb o5.5 Ks,cowhitchurch,-105,0.53,1.034761905,0.504761905,L.Webb,San Francisco Giants,Boston Red Sox,1,0.6190476190476191,1.0,0.6,1.0,0.5,0.0
2,S.Ohtani o0.5 RBI,Thespinzone,175,0.1,0.275,0.175,S.Ohtani,Los Angeles Angels,Toronto Blue Jays,0,0.48,0.0,0.4,0.0,0.6,1.0
3,J.Candelario o0.5 RBI,Thespinzone,200,0.1,0.3,0.2,J.Candelario,Washington Nationals,New York Mets,0,0.3263157894736842,0.0,0.6,1.0,0.6,1.0
7,S.Ohtani o0.5 RBI,Thespinzone,175,0.1,0.275,0.175,S.Ohtani,Los Angeles Angels,Toronto Blue Jays,0,,,,,,
13,P.Alonso o0.5 RBI,charliedisturco,145,0.5,1.225,0.725,P.Alonso,New York Mets,Washington Nationals,1,,,,,,
22,G.Cole u2.5 Earned Runs Allowed,Dan Servodidio,-110,1.0,1.909090909,0.909090909,G.Cole,New York Yankees,Baltimore Orioles,0,,,,,,
1,Z.Wheeler o6.5 Ks,cowhitchurch,-150,0.75,1.25,0.5,Z.Wheeler,Philadelphia Phillies,Pittsburgh Pirates,0,,,,,,
5,Z.Wheeler o6.5 Ks,JoeDellera,-145,0.4,0.675862069,0.275862069,Z.Wheeler,Philadelphia Phillies,Pittsburgh Pirates,0,,,,,,
15,B.Miller u6.5 Ks,cowhitchurch,-125,0.63,1.134,0.504,B.Miller,Los Angeles Dodgers,Cincinnati Reds,1,,,,,,
16,B.Miller u6.5 Ks,PropBetGuy,-116,1.16,2.16,1.0,B.Miller,Los Angeles Dodgers,Cincinnati Reds,1,,,,,,
17,A.Houser o3.5 Ks,JoeDellera,-108,0.4,0.77037037,0.37037037,A.Houser,Milwaukee Brewers,Atlanta Braves,0,,,,,,
9,K.Gausman o7.5 Ks,JoeDellera,-137,0.5,0.864963504,0.364963504,K.Gausman,Toronto Blue Jays,Los Angeles Angels,1,,,,,,
14,L.Webb o5.5 Ks,cowhitchurch,-105,0.53,1.034761905,0.504761905,L.Webb,San Francisco Giants,Boston Red Sox,1,,,,,,
