,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
1,Z.Wheeler o6.5 Ks,cowhitchurch,-150,0.75,1.25,0.5,Z.Wheeler,Philadelphia Phillies,Pittsburgh Pirates,0
5,Z.Wheeler o6.5 Ks,JoeDellera,-145,0.4,0.675862069,0.275862069,Z.Wheeler,Philadelphia Phillies,Pittsburgh Pirates,0
15,B.Miller u6.5 Ks,cowhitchurch,-125,0.63,1.134,0.504,B.Miller,Los Angeles Dodgers,Cincinnati Reds,1
16,B.Miller u6.5 Ks,PropBetGuy,-116,1.16,2.16,1.0,B.Miller,Los Angeles Dodgers,Cincinnati Reds,1
17,A.Houser o3.5 Ks,JoeDellera,-108,0.4,0.77037037,0.37037037,A.Houser,Milwaukee Brewers,Atlanta Braves,0
9,K.Gausman o7.5 Ks,JoeDellera,-137,0.5,0.864963504,0.364963504,K.Gausman,Toronto Blue Jays,Los Angeles Angels,1
14,L.Webb o5.5 Ks,cowhitchurch,-105,0.53,1.034761905,0.504761905,L.Webb,San Francisco Giants,Boston Red Sox,1
