Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
15,J.Cronenworth o0.5 total bases,Rotowire,100,0.75,J.Cronenworth,1.5,0.75,San Diego Padres,Chicago Cubs,0.0,0.7272727272727273,1,1.0,1,1.0,1
16,G.Stanton o0.5 total bases,Rotowire,100,0.75,G.Stanton,1.5,0.75,New York Yankees,Houston Astros,1.0,0.6774193548387096,1,0.6,1,0.7,1
10,C.Abrams o0.5 Runs Scored,Thespinzone,135,0.25,C.Abrams,0.5875,0.3375,Washington Nationals,Baltimore Orioles,1.0,0.5806451612903226,1,0.4,0,0.7,1
3,J.Young o0.5 Runs Scored,Thespinzone,140,0.2,J.Young,0.48,0.2799999999999999,Washington Nationals,Baltimore Orioles,1.0,0.5,0,0.4,0,0.6,1
6,J.Fraley o0.5 Runs Scored,Thespinzone,140,0.25,J.Fraley,0.6,0.35,Cincinnati Reds,Arizona Diamondbacks,1.0,0.5238095238095238,1,0.2,0,0.3,0
11,C.Joe o0.5 Runs Scored,Thespinzone,128,0.2,C.Joe,0.456,0.256,Pittsburgh Pirates,Los Angeles Angels,1.0,0.5333333333333333,1,0.4,0,0.4,0
7,J.Berrios u5.5 Ks,PropBetGuy,-125,1.25,J.Berrios,2.25,1.0,Toronto Blue Jays,Philadelphia Phillies,0.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0
11,C.Burnes u5.5 Ks,PropBetGuy,-105,1.05,C.Burnes,2.05,0.9999999999999998,Baltimore Orioles,Washington Nationals,0.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0
12,C.Burnes u5.5 Ks,GreenDotDaily,-105,1.0,C.Burnes,1.9523809523809523,0.9523809523809524,Baltimore Orioles,Washington Nationals,0.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0
13,C.Burnes u5.5 Ks,cowhitchurch,-105,1.05,C.Burnes,2.05,0.9999999999999998,Baltimore Orioles,Washington Nationals,0.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0
14,C.Burnes u5.5 Ks,NicholaskMartin,-105,1.0,C.Burnes,1.9523809523809523,0.9523809523809524,Baltimore Orioles,Washington Nationals,0.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0
15,C.Burnes u5.5 Ks,charliedisturco,-105,0.53,C.Burnes,1.0347619047619048,0.5047619047619047,Baltimore Orioles,Washington Nationals,0.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0
16,C.Burnes u5.5 Ks,GDAWG5000,-105,0.53,C.Burnes,1.0347619047619048,0.5047619047619047,Baltimore Orioles,Washington Nationals,0.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0
17,C.Burnes u5.5 Ks,The_Oddsmaker,-105,1.05,C.Burnes,2.05,0.9999999999999998,Baltimore Orioles,Washington Nationals,0.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0
21,K.Crawford o4.5 Ks,cowhitchurch,-128,0.64,K.Crawford,1.14,0.5000000000000001,Boston Red Sox,Atlanta Braves,0.0,0.8571428571428571,1,0.8,1,0.8571428571428571,1
23,L.Gil u5.5 Ks,_Collin1,120,0.5,L.Gil,1.1,0.6000000000000001,New York Yankees,Houston Astros,1.0,0.1666666666666666,0,0.2,0,0.1666666666666666,0
25,L.Gil u5.5 Ks,jimsannes,112,1.0,L.Gil,2.12,1.12,New York Yankees,Houston Astros,1.0,0.1666666666666666,0,0.2,0,0.1666666666666666,0
28,S.Imanaga o4.5 Ks,cowhitchurch,-132,0.66,S.Imanaga,1.16,0.5000000000000001,Chicago Cubs,San Diego Padres,1.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1
43,R.Stripling o3.5 Ks,Thespinzone,-110,0.25,R.Stripling,0.4772727272727273,0.2272727272727273,Oakland Athletics,Texas Rangers,1.0,0.5714285714285714,1,0.6,1,0.5714285714285714,1
46,C.Sanchez u4.5 ks,Jason Radowitz,-152,1.0,C.Sanchez,1.6578947368421053,0.6578947368421053,Philadelphia Phillies,Toronto Blue Jays,1.0,0.5,0,0.6,1,0.5,0
7,A.Rizzo o0.5 RBI,Thespinzone,215,0.25,A.Rizzo,0.7875,0.5375,New York Yankees,Houston Astros,1.0,0.3714285714285714,0,0.6,1,0.5,0
13,K.McCann o0.5 RBI,Thespinzone,240,0.25,K.McCann,0.85,0.6,Oakland Athletics,Texas Rangers,1.0,0.5555555555555556,1,0.6,1,0.5555555555555556,1
3,K.Clemens o0.5 RBI,Thespinzone,200,0.2,K.Clemens,0.6000000000000001,0.4000000000000001,Philadelphia Phillies,Toronto Blue Jays,1.0,0.5,0,0.5,0,0.5,0
41,J.Heim o0.5 RBI,Thespinzone,185,0.25,J.Heim,0.7125,0.4625,Texas Rangers,Oakland Athletics,0.0,0.4,0,0.4,0,0.3,0
5,T.Williams o1.5 BB,cowhitchurch,-110,0.55,T.Williams,1.05,0.5,Washington Nationals,Baltimore Orioles,1.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1
8,L.Gil o2.5 BB,cowhitchurch,105,0.5,L.Gil,1.025,0.5249999999999999,New York Yankees,Houston Astros,1.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1
12,M.Soroka o2.5 BB,cowhitchurch,155,0.5,M.Soroka,1.275,0.7749999999999999,Chicago White Sox,Tampa Bay Rays,0.0,0.5714285714285714,1,0.6,1,0.5714285714285714,1
