,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
15,A.Judge o0.5 HR,Thespinzone,280,0.04,A.Judge,0.152,0.1119999999999999,New York Yankees,San Diego Padres,1.0
10,A.Riley o0.5 HR,charliedisturco,525,0.1,A.Riley,0.625,0.525,Atlanta Braves,Philadelphia Phillies,1.0
25,Y.Alvarez o0.5 HR,charliedisturco,300,0.1,Y.Alvarez,0.4,0.3,Houston Astros,Oakland Athletics,0.0
