Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,R.Greene o0.5 Runs Scored,Thespinzone,125,0.08,R.Greene,0.18,0.0999999999999999,Detroit Tigers,Chicago White Sox,1.0,,,,,,
7,C.Morel o0.5 Runs Scored,Thespinzone,170,0.08,C.Morel,0.216,0.136,Chicago Cubs,Cincinnati Reds,1.0,,,,,,
13,N.Lowe o0.5 Runs Scored,Thespinzone,130,0.1,N.Lowe,0.2299999999999999,0.1299999999999999,Texas Rangers,Baltimore Orioles,0.0,,,,,,
16,G.Torres o0.5 Runs Scored,Thespinzone,-105,0.07,G.Torres,0.1366666666666667,0.0666666666666666,New York Yankees,San Diego Padres,1.0,,,,,,
0,R.Greene o0.5 Runs Scored,Thespinzone,125,0.08,R.Greene,0.18,0.0999999999999999,Detroit Tigers,Chicago White Sox,1.0,0.4680851063829787,0.0,0.6,1.0,0.6,1.0
2,C.Dickerson o0.5 Runs Scored,Thespinzone,145,0.11,C.Dickerson,0.2695,0.1595,Washington Nationals,Kansas City Royals,0.0,0.375,0.0,0.4,0.0,0.375,0.0
4,N.Lowe o0.5 Runs Scored,Thespinzone,130,0.1,N.Lowe,0.2299999999999999,0.1299999999999999,Texas Rangers,Baltimore Orioles,0.0,0.5510204081632653,1.0,1.0,1.0,0.8,1.0
5,G.Torres o0.5 Runs Scored,Thespinzone,-105,0.07,G.Torres,0.1366666666666667,0.0666666666666666,New York Yankees,San Diego Padres,1.0,0.5098039215686274,1.0,0.8,1.0,0.7,1.0
9,A.Riley o1.5 Total Bases,charliedisturco,110,0.5,A.Riley,1.05,0.55,Atlanta Braves,Philadelphia Phillies,1.0,,,,,,
26,Y.Alvarez o1.5 Total Bases,charliedisturco,105,0.5,Y.Alvarez,1.025,0.5249999999999999,Houston Astros,Oakland Athletics,0.0,,,,,,
29,H.Renfroe o1.5 total bases,Teddy Ricketson,125,1.0,H.Renfroe,2.25,1.25,Los Angeles Angels,Miami Marlins,1.0,,,,,,
12,Y.Alvarez o1.5 Total Bases,charliedisturco,105,0.5,Y.Alvarez,1.025,0.5249999999999999,Houston Astros,Oakland Athletics,0.0,0.5581395348837209,1.0,0.6,1.0,0.6,1.0
14,H.Renfroe o1.5 total bases,Teddy Ricketson,125,1.0,H.Renfroe,2.25,1.25,Los Angeles Angels,Miami Marlins,1.0,0.3877551020408163,0.0,0.4,0.0,0.4,0.0
6,J.Lowe o0.5 RBI,Thespinzone,155,0.12,J.Lowe,0.306,0.186,Tampa Bay Rays,Los Angeles Dodgers,1.0,,,,,,
17,A.Judge o0.5 RBI,Thespinzone,160,0.08,A.Judge,0.208,0.128,New York Yankees,San Diego Padres,1.0,,,,,,
1,C.Dickerson o0.5 RBI,Thespinzone,185,0.14,C.Dickerson,0.3990000000000001,0.259,Washington Nationals,Kansas City Royals,0.0,0.375,0.0,0.4,0.0,0.375,0.0
3,J.Lowe o0.5 RBI,Thespinzone,155,0.12,J.Lowe,0.306,0.186,Tampa Bay Rays,Los Angeles Dodgers,1.0,0.4878048780487805,0.0,0.4,0.0,0.4,0.0
15,A.Judge o0.5 HR,Thespinzone,280,0.04,A.Judge,0.152,0.1119999999999999,New York Yankees,San Diego Padres,1.0,,,,,,
10,A.Riley o0.5 HR,charliedisturco,525,0.1,A.Riley,0.625,0.525,Atlanta Braves,Philadelphia Phillies,1.0,,,,,,
25,Y.Alvarez o0.5 HR,charliedisturco,300,0.1,Y.Alvarez,0.4,0.3,Houston Astros,Oakland Athletics,0.0,,,,,,
11,G.Kirby u5.5 Ks,GreenDotDaily,100,1.0,G.Kirby,2.0,1.0,Seattle Mariners,Pittsburgh Pirates,1.0,,,,,,
12,G.Kirby u5.5 Ks,The_Oddsmaker,100,1.0,G.Kirby,2.0,1.0,Seattle Mariners,Pittsburgh Pirates,1.0,,,,,,
27,A.Wood u5.5 Ks,Thespinzone,-105,0.1,A.Wood,0.1952380952380952,0.0952380952380952,San Francisco Giants,Milwaukee Brewers,0.0,,,,,,
14,J.Gray o4.5 Ks,jimsannes,-116,0.86,J.Gray,1.6013793103448275,0.7413793103448275,Texas Rangers,Baltimore Orioles,0.0,,,,,,
20,B.Pfaadt o3.5 Ks,jimsannes,-118,0.85,B.Pfaadt,1.5703389830508474,0.7203389830508474,Arizona Diamondbacks,Boston Red Sox,1.0,,,,,,
22,S.Bieber u5.5 Ks,PropBetGuy,-122,1.0,S.Bieber,1.819672131147541,0.819672131147541,Cleveland Guardians,St. Louis Cardinals,1.0,,,,,,
