,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
21,G.Henderson o0.5 HR,Jason Radowitz,390,0.1,G.Henderson,0.49,0.39,Baltimore Orioles,Toronto Blue Jays,0.0,0.3275862068965517,0,0.4,0,0.3,0
22,A.Bregman o0.5 HR,Jason Radowitz,630,0.1,A.Bregman,0.73,0.63,Houston Astros,St Louis Cardinals,1.0,0.1379310344827586,0,0.8,1,0.5,0
