,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,W.Smith o1.5 Total Bases,charliedisturco,135,0.5,W.Smith,1.175,0.675,Los Angeles Dodgers,New York Yankees,1.0,0.475,0,0.4,0,0.5,0
1,B.Harper o1.5 Total Bases,charliedisturco,-120,0.5,B.Harper,0.9166666666666669,0.4166666666666668,Philadelphia Phillies,Washington Nationals,0.0,0.4074074074074074,0,0.4,0,0.4,0
