,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
13,J.Jung o0.5 Runs Scored,Thespinzone,-112,0.15,0.2839285714285714,0.1339285714285714,J.Jung,Texas Rangers,Boston Red Sox,0
12,A.Verdugo o0.5 Runs Scored,Thespinzone,-107,0.11,0.212803738317757,0.102803738317757,A.Verdugo,Boston Red Sox,Texas Rangers,1
