Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
13,J.Jung o0.5 Runs Scored,Thespinzone,-112,0.15,0.2839285714285714,0.1339285714285714,J.Jung,Texas Rangers,Boston Red Sox,0,,,,,,
12,A.Verdugo o0.5 Runs Scored,Thespinzone,-107,0.11,0.212803738317757,0.102803738317757,A.Verdugo,Boston Red Sox,Texas Rangers,1,,,,,,
6,B.Nimmo o1.5 Total Bases,charliedisturco,105,0.5,1.025,0.5249999999999999,B.Nimmo,New York Mets,Arizona Diamondbacks,0,0.4512195121951219,0.0,0.6,1.0,0.7,1.0
9,A.Volpe o1.5 Total Bases,Zerillo,160,0.1,0.26,0.16,A.Volpe,New York Yankees,Baltimore Orioles,1,0.3058823529411765,0.0,0.6,1.0,0.5,0.0
8,L.Arraez o1.5 Total Bases,Zerillo,-110,0.11,0.21,0.1,L.Arraez,Miami Marlins,St. Louis Cardinals,1,,,,,,
15,B.Nimmo o1.5 Total Bases,charliedisturco,105,0.5,1.025,0.5249999999999999,B.Nimmo,New York Mets,Arizona Diamondbacks,0,,,,,,
25,A.Volpe o1.5 Total Bases,Zerillo,160,0.1,0.26,0.16,A.Volpe,New York Yankees,Baltimore Orioles,1,,,,,,
31,S.Steer o1.5 Total Bases,charliedisturco,105,0.5,1.025,0.5249999999999999,S.Steer,Cincinnati Reds,Washington Nationals,0,,,,,,
11,M.McLain o0.5 RBI,Thespinzone,185,0.1,0.285,0.185,M.McLain,Cincinnati Reds,Washington Nationals,0,0.3636363636363636,0.0,0.6,1.0,0.6,1.0
28,S.Steer o0.5 RBI,Thespinzone,125,0.1,0.225,0.125,S.Steer,Cincinnati Reds,Washington Nationals,0,,,,,,
10,A.Wainwright o6.5 Hits Allowed,JoeDellera,-125,0.5,0.9,0.4,A.Wainwright,St. Louis Cardinals,Miami Marlins,0,,,,,,
11,A.Wainwright o2.5 Earned Runs,cowhitchurch,-149,1.49,2.49,0.9999999999999998,A.Wainwright,St. Louis Cardinals,Miami Marlins,0,,,,,,
4,L.Giolito o5.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909092,0.9090909090909092,L.Giolito,Chicago White Sox,Toronto Blue Jays,1,,,,,,
17,K.Senga o5.5 Ks,PropBetGuy,-110,1.1,2.1,1.0,K.Senga,New York Mets,Arizona Diamondbacks,0,,,,,,
26,C.Schmidt u4.5 Ks,AnthonyDabbundo,120,1.0,2.2,1.2000000000000002,C.Schmidt,New York Yankees,Baltimore Orioles,1,,,,,,
3,K.Senga u5.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909092,0.9090909090909092,K.Senga,New York Mets,Arizona Diamondbacks,0,,,,,,
18,K.Winn o3.5 Ks,SBK5065,114,0.5,1.0699999999999998,0.5699999999999998,K.Winn,San Francisco Giants,Seattle Mariners,1,,,,,,
19,K.Winn o3.5 Ks,AnthonyDabbundo,116,1.0,2.16,1.16,K.Winn,San Francisco Giants,Seattle Mariners,1,,,,,,
