,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
0,B.Miller u6.5 strikeouts,Teddy Ricketson,-155,1.0,1.6451612903225803,0.6451612903225805,B.Miller,Seattle Mariners,Los Angeles Dodgers,1.0
1,B.Pfaadt u5.5 Ks,PropBetGuy,-145,1.45,2.45,1.0000000000000002,B.Pfaadt,Arizona Diamondbacks,Chicago Cubs,1.0
