,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
0,A.Abbott u6.5 Ks,cowhitchurch,-120,0.6,1.1,0.5000000000000001,A.Abbott,Cincinnati Reds,Colorado Rockies,1.0
1,J.Brito u4.5 Ks,jimsannes,-102,1.0,1.9803921568627452,0.9803921568627452,J.Brito,New York Yankees,Seattle Mariners,1.0
