,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,P.Battenfield u5.5 Ks,SBK5065,-165,0.5,P.Battenfield,0.803030303030303,0.303030303030303,Cleveland Guardians,Detroit Tigers,1.0
1,J.Brito u4.5 Ks,PropBetGuy,-111,1.0,J.Brito,1.900900900900901,0.900900900900901,New York Yankees,Oakland Athletics,1.0
2,J.Verlander u6.0 strikeouts,Dan Servodidio,-110,1.0,J.Verlander,1.9090909090909087,0.9090909090909088,New York Mets,Cincinnati Reds,0.0
