,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
29,C.Kershaw u1.5 earned runs,Chris Landers,-110,1.0,C.Kershaw,1.9090909090909087,0.9090909090909088,Los Angeles Dodgers,Milwaukee Brewers,0.0
