,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Burger o1.5 Hits + Runs + RBIs,theprophunter0_,-125,1.25,J.Burger,2.25,1.0,Miami Marlins,New York Mets,0.0,0.4591836734693877,0,1.0,1,0.7,1
1,J.Pena o1.5 hits+runs+rbi,Rotowire,100,0.75,J.Pena,1.5,0.75,Houston Astros,Chicago White Sox,1.0,0.5462184873949579,1,1.0,1,0.8,1
2,N.Castellanos o1.5 hits+runs+rbi,Rotowire,100,0.75,N.Castellanos,1.5,0.75,Philadelphia Phillies,Washington Nationals,1.0,0.5,0,0.6,1,0.6,1
