Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
D.Kremer o15.5 outs,Rotowire,Baltimore Orioles,D.Kremer,Colorado Rockies,0.0,0.631578947368421,1,0.6,1,0.5,0,100,0.75,1.5,0.75
S.Baz o15.5 Outs,SBK5065,Tampa Bay Rays,S.Baz,San Diego Padres,1.0,0.625,1,0.8,1,0.625,1,100,1.0,2.0,1.0
D.Herz u15.5 Outs,SBK5065,Washington Nationals,D.Herz,Chicago Cubs,1.0,0.7142857142857143,1,0.6,1,0.7,1,-170,1.0,1.5882352941176472,0.5882352941176472
