Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
L.Gurriel o1.5 hits+runs+rbi,Rotowire,100,0.75,L.Gurriel,1.5,0.75,Arizona Diamondbacks,Miami Marlins,0.0,0.6,1.0,0.8,1.0,0.8,1.0
J.Pena o1.5 hits+runs+rbi,Rotowire,100,0.75,J.Pena,1.5,0.75,Houston Astros,Boston Red Sox,1.0,0.5447154471544715,1.0,0.6,1.0,0.7,1.0
M.Massey o1.5 hits+runs+rbi,Rotowire,100,0.75,M.Massey,1.5,0.75,Kansas City Royals,Los Angeles Angels,1.0,0.5384615384615384,1.0,0.6,1.0,0.7,1.0
M.Machado o2.5 Hits + Runs + RBIs,Proptology,120,1.0,M.Machado,2.2,1.2000000000000002,San Diego Padres,Minnesota Twins,1.0,0.3534482758620689,0.0,0.6,1.0,0.5,0.0
