Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
J.Holliday o0.5 Hits,theprophunter0_,-130,1.3,J.Holliday,2.3,0.9999999999999998,Baltimore Orioles,New York Mets,0.0,0.4482758620689655,0.0,0.4,0.0,0.5,0.0
A.Kirk u1.5 Hits,JBBets1,196,1.0,A.Kirk,2.96,1.96,Toronto Blue Jays,Cincinnati Reds,1.0,0.8243243243243243,1.0,0.8,1.0,0.9,1.0
L.Gilbert u5.5 hits allowed,Rotowire Prizepicks,100,1.5,L.Gilbert,3.0,1.5,Seattle Mariners,Los Angeles Dodgers,0.0,0.7692307692307693,1.0,0.8,1.0,0.8,1.0
Y.Rodriguez u15.5 Outs,SBK5065,-174,1.0,Y.Rodriguez,1.5747126436781609,0.5747126436781609,Toronto Blue Jays,Cincinnati Reds,1.0,0.75,1.0,0.8,1.0,0.7,1.0
A.Nola u18.5 Outs,SBK5065,-204,1.02,A.Nola,1.52,0.5,Philadelphia Phillies,Atlanta Braves,0.0,0.5833333333333334,1.0,0.8,1.0,0.7,1.0
R.Munoz u4.5 ks,Jason Radowitz,-164,1.0,R.Munoz,1.6097560975609757,0.6097560975609757,Miami Marlins,Arizona Diamondbacks,1.0,0.5,0.0,0.6,1.0,0.6,1.0
M.Waldron u5.5 strikeouts,Rotowire,100,0.75,M.Waldron,1.5,0.75,San Diego Padres,Minnesota Twins,1.0,0.5416666666666666,1.0,0.4,0.0,0.4,0.0
A.Heaney o1.5 Earned Runs,SBK5065,-157,1.0,A.Heaney,1.6369426751592355,0.6369426751592355,Texas Rangers,Pittsburgh Pirates,1.0,0.7083333333333334,1.0,0.8,1.0,0.7,1.0
J.Montgomery u2.5 BB,SBK5065,-185,1.0,J.Montgomery,1.5405405405405406,0.5405405405405406,Arizona Diamondbacks,Miami Marlins,0.0,0.631578947368421,1.0,0.4,0.0,0.7,1.0
L.Gurriel o1.5 hits+runs+rbi,Rotowire,100,0.75,L.Gurriel,1.5,0.75,Arizona Diamondbacks,Miami Marlins,0.0,0.6,1.0,0.8,1.0,0.8,1.0
C.Criswell o2.5 strikeouts,Rotowire,100,0.75,C.Criswell,1.5,0.75,Boston Red Sox,Houston Astros,0.0,0.7857142857142857,1.0,0.6,1.0,0.7,1.0
N.Martinez u4.5 strikeouts,Rotowire,100,0.75,N.Martinez,1.5,0.75,Cincinnati Reds,Toronto Blue Jays,0.0,0.625,1.0,0.6,1.0,0.625,1.0
A.Heaney u5.5 strikeouts,Rotowire Prizepicks,100,1.5,A.Heaney,3.0,1.5,Texas Rangers,Pittsburgh Pirates,1.0,0.6666666666666666,1.0,0.8,1.0,0.7,1.0
M.Lorenzen u4.5 strikeouts,Rotowire,100,0.75,M.Lorenzen,1.5,0.75,Kansas City Royals,Los Angeles Angels,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
L.Webb u6.5 strikeouts,Rotowire,100,0.75,L.Webb,1.5,0.75,San Francisco Giants,Chicago White Sox,1.0,0.8461538461538461,1.0,0.6,1.0,0.7,1.0
J.Montgomery u17.5 outs,Rotowire Prizepicks,100,1.5,J.Montgomery,3.0,1.5,Arizona Diamondbacks,Miami Marlins,0.0,0.631578947368421,1.0,0.8,1.0,0.8,1.0
M.Parker u6.5 strikeouts,Rotowire,100,0.75,M.Parker,1.5,0.75,Washington Nationals,Colorado Rockies,1.0,0.8571428571428571,1.0,1.0,1.0,0.9,1.0
M.Machado o2.5 Hits + Runs + RBIs,Proptology,120,1.0,M.Machado,2.2,1.2000000000000002,San Diego Padres,Minnesota Twins,1.0,0.3534482758620689,0.0,0.6,1.0,0.5,0.0
J.Taillon u17.5 Outs,sirlockselot_,145,2.0,J.Taillon,4.9,2.9000000000000004,Chicago Cubs,Detroit Tigers,1.0,0.4090909090909091,0.0,0.4,0.0,0.3,0.0
A.Judge o1.5 Total Bases,Proptology,-115,2.3,A.Judge,4.299999999999999,1.9999999999999991,New York Yankees,Cleveland Guardians,1.0,0.5241935483870968,1.0,0.8,1.0,0.8,1.0
S.Ohtani o1.5 Total Bases,theprophunter0_,-120,1.2,S.Ohtani,2.2,1.0000000000000002,Los Angeles Dodgers,Seattle Mariners,1.0,0.5573770491803278,1.0,0.6,1.0,0.6,1.0
