Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
B.Nimmo o0.5 RBI,charliedisturco,200,0.5,B.Nimmo,1.5,1.0,New York Mets,Baltimore Orioles,1.0,0.3418803418803419,0.0,0.8,1.0,0.4,0.0
