,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,G.Kirby u6.5 Ks,PropBetGuy,-136,1.36,G.Kirby,2.3600000000000003,1.0000000000000002,Seattle Mariners,Texas Rangers,1.0
1,S.Bieber u6.5 strikeouts,Benjamin Zweiman,-105,1.0,S.Bieber,1.9523809523809523,0.9523809523809524,Cleveland Guardians,Detroit Tigers,1.0
