,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
11,K.Hendricks o3.5 Ks,jimsannes,-125,1.2,K.Hendricks,2.16,0.9600000000000002,Chicago Cubs,Tampa Bay Rays,1.0
19,B.Lively o3.5 Ks,jimsannes,110,1.1,B.Lively,2.3100000000000005,1.2100000000000004,Cincinnati Reds,Boston Red Sox,0.0
