,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
13,R.Lewis o0.5 HR,Thespinzone,700,0.04,R.Lewis,0.32,0.28,Minnesota Twins,Houston Astros,0.0
5,J.Soler o0.5 HR,Thespinzone,290,0.05,J.Soler,0.195,0.145,Miami Marlins,San Diego Padres,1.0
