Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
Z.Eflin u1.5 BB,Markus_Markets,Baltimore Orioles,Z.Eflin,Detroit Tigers,0.0,1.0,1,1.0,1,1.0,1,-160,1.0,1.625,0.625
Z.Eflin u1.5 BB,SBK5065,Baltimore Orioles,Z.Eflin,Detroit Tigers,0.0,1.0,1,1.0,1,1.0,1,-160,1.5,2.4375,0.9375
