,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Soler o0.5 RBI,Thespinzone,155,0.12,J.Soler,0.306,0.186,Miami Marlins,San Francisco Giants,0.0,0.2727272727272727,0,0.4,0,0.3,0
1,C.Morel o0.5 RBI,Thespinzone,230,0.17,C.Morel,0.561,0.391,Chicago Cubs,Philadelphia Phillies,0.0,0.8,1,0.8,1,0.8,1
