,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
4,S.Bieber u5.5 Ks,SBK5065,-128,0.5,S.Bieber,0.890625,0.390625,Cleveland Guardians,New York Mets,0.0
5,S.Bieber u5.5 Ks,PropBetGuy,-128,1.0,S.Bieber,1.78125,0.78125,Cleveland Guardians,New York Mets,0.0
22,M.Kelly o5.5 strikeouts,Chris Landers,110,1.0,M.Kelly,2.1,1.1,Arizona Diamondbacks,Pittsburgh Pirates,0.0
