,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,A.Abbott u2.5 Earned Runs,JoeDellera,-115,0.4,0.7478260869565218,0.3478260869565217,A.Abbott,Cincinnati Reds,Cleveland Guardians,1,,,,,,
