,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
0,C.Ragans o5.5 strikeouts,Chris Landers,-185,1.0,1.5405405405405406,0.5405405405405406,C.Ragans,Kansas City Royals,Chicago White Sox,1.0
5,A.Civale u5.5 Ks,SBK5065,-144,0.72,1.22,0.5,A.Civale,Tampa Bay Rays,Boston Red Sox,1.0
12,C.Ragans o5.5 Ks,cowhitchurch,-116,1.16,2.1599999999999997,0.9999999999999998,C.Ragans,Kansas City Royals,Chicago White Sox,1.0
14,J.Steele o5.5 Ks,cowhitchurch,-118,0.59,1.09,0.4999999999999999,J.Steele,Chicago Cubs,San Francisco Giants,1.0
