,Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,3,C.Morel o0.5 RBI,Thespinzone,195,0.2,0.5900000000000001,0.39,C.Morel,Chicago Cubs,Atlanta Braves,1.0,0.4626865671641791,0,0.6,1,0.6,1,Y
1,5,M.Olson o0.5 RBI,Thespinzone,115,0.13,0.2794999999999999,0.1494999999999999,M.Olson,Atlanta Braves,Chicago Cubs,0.0,0.4672897196261682,0,1.0,1,0.7,1,Y
2,14,K.Tucker o0.5 RBI,Thespinzone,140,0.1,0.24,0.1399999999999999,K.Tucker,Houston Astros,New York Yankees,0.0,0.4220183486238532,0,0.8,1,0.6,1,N
3,20,C.Cron o0.5 RBI,Thespinzone,195,0.1,0.295,0.195,C.Cron,Los Angeles Angels,Seattle Mariners,1.0,0.6,1,0.6,1,0.6,1,N
4,21,M.Moustakas o0.5 Runs Scored,Thespinzone,160,0.1,0.26,0.16,M.Moustakas,Los Angeles Angels,Seattle Mariners,1.0,0.4827586206896552,0,0.4,0,0.5,0,N
5,22,B.Drury o0.5 RBI,Thespinzone,210,0.21,0.651,0.441,B.Drury,Los Angeles Angels,Seattle Mariners,1.0,0.3421052631578947,0,0.2,0,0.3,0,Y
6,31,M.Wallner o0.5 Runs Scored,Thespinzone,125,0.13,0.2925,0.1624999999999999,M.Wallner,Minnesota Twins,Arizona Diamondbacks,1.0,0.4285714285714285,0,0.6,1,0.6,1,Y
7,34,J.Wiemer o0.5 RBI,Thespinzone,195,0.1,0.295,0.195,J.Wiemer,Milwaukee Brewers,Pittsburgh Pirates,1.0,0.2358490566037736,0,0.6,1,0.5,0,N
8,42,A.Santander o0.5 RBI,Thespinzone,125,0.13,0.2925,0.1624999999999999,A.Santander,Baltimore Orioles,New York Mets,1.0,0.3714285714285714,0,0.4,0,0.4,0,Y
9,45,C.Seager o0.5 RBI,Thespinzone,140,0.17,0.408,0.238,C.Seager,Texas Rangers,Miami Marlins,1.0,0.4927536231884058,0,0.6,1,0.5,0,Y
10,46,F.Fermin o0.5 RBI,Thespinzone,195,0.23,0.6785000000000001,0.4485000000000001,F.Fermin,Kansas City Royals,Philadelphia Phillies,0.0,0.4130434782608695,0,0.6,1,0.6,1,Y
11,48,M.Garcia o0.5 Runs Scored,Thespinzone,115,0.13,0.2794999999999999,0.1494999999999999,M.Garcia,Kansas City Royals,Philadelphia Phillies,0.0,0.3766233766233766,0,0.6,1,0.6,1,Y
