,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,2,2,2,2.0,J.Jung o1.5 Total Bases,charliedisturco,115,0.58,J.Jung,1.247,0.6669999999999999,Texas Rangers,Los Angeles Angels,1.0,0.4590163934426229,0,0.6,1,0.5,0,Y
1,6,6,7,7.0,M.Haniger o0.5 Runs Scored,Thespinzone,112,0.1,M.Haniger,0.212,0.112,San Francisco Giants,St. Louis Cardinals,0.0,0.3684210526315789,0,0.6,1,0.3,0,N
2,12,12,15,15.0,T.Turner o1.5 Total Bases,charliedisturco,100,0.5,T.Turner,1.0,0.5,Philadelphia Phillies,Arizona Diamondbacks,0.0,0.46875,0,0.4,0,0.5,0,N
3,16,16,19,19.0,R.Devers o0.5 RBI,NicholaskMartin,-105,0.75,R.Devers,1.4642857142857142,0.7142857142857142,Boston Red Sox,Colorado Rockies,1.0,0.492063492063492,0,0.6,1,0.4,0,N
4,17,17,20,20.0,L.Weaver o4.5 Ks,The_Oddsmaker,-108,1.08,L.Weaver,2.08,1.0,Cincinnati Reds,Kansas City Royals,0.0,0.5555555555555556,1,0.6,1,0.5555555555555556,1,N
