,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,2,2,3.0,3,J.Bauers u0.5 Hits,PropBetGuy,115,1.0,J.Bauers,2.15,1.15,New York Yankees,Tampa Bay Rays,1.0,0.7142857142857143,1,0.8,1,0.7142857142857143,1,N
1,4,4,5.0,5,H.Bader o0.5 RBI,Thespinzone,210,0.05,H.Bader,0.155,0.105,New York Yankees,Tampa Bay Rays,1.0,0.625,1,0.8,1,0.625,1,N
2,8,8,10.0,10,A.Rizzo o1.5 Total Bases,charliedisturco,155,0.5,A.Rizzo,1.275,0.7749999999999999,New York Yankees,Tampa Bay Rays,1.0,0.4324324324324324,0,0.6,1,0.5,0,N
3,12,12,15.0,15,J.India o0.5 Runs Scored,Thespinzone,105,0.11,J.India,0.2254999999999999,0.1154999999999999,Cincinnati Reds,New York Mets,1.0,0.5833333333333334,1,0.8,1,0.4,0,Y
4,13,13,16.0,16,T.Friedl o0.5 RBI,Thespinzone,220,0.06,T.Friedl,0.192,0.132,Cincinnati Reds,New York Mets,1.0,0.2777777777777778,0,0.6,1,0.3,0,N
5,19,19,23.0,23,N.Pratto o0.5 RBI,Thespinzone,220,0.06,N.Pratto,0.192,0.132,Kansas City Royals,Chicago White Sox,1.0,0.3571428571428571,0,0.6,1,0.4,0,N
6,20,20,24.0,24,J.Bleday o0.5 Runs Scored,Thespinzone,170,0.08,J.Bleday,0.216,0.136,Oakland Athletics,Texas Rangers,1.0,0.625,1,0.6,1,0.625,1,N
7,23,23,,1,T.Henry u4.5 strikeouts,Dan Servodidio,-110,1.0,T.Henry,1.9090909090909087,0.9090909090909088,Arizona Diamondbacks,San Francisco Giants,1.0,1.0,1,1.0,1,1.0,1,Y
