,Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,1,P.Alonso o0.5 hits,Teddy Ricketson,-230,1.0,1.434782608695652,0.4347826086956521,P.Alonso,New York Mets,Kansas City Royals,0.0,0.5876288659793815,1,0.8,1,0.8,1,N
1,2,L.Webb o4.5 strikeouts,Teddy Ricketson,-165,1.0,1.606060606060606,0.606060606060606,L.Webb,San Francisco Giants,Arizona Diamondbacks,1.0,0.7727272727272727,1,0.6,1,0.7,1,Y
2,3,K.Senga u2.5 Earned Runs Allowed,Colby Conway,-110,1.0,1.9090909090909087,0.9090909090909092,K.Senga,New York Mets,Kansas City Royals,0.0,0.6666666666666666,1,1.0,1,0.7,1,N
3,8,A.Bohm o0.5 RBI,Thespinzone,200,0.1,0.3,0.2,A.Bohm,Philadelphia Phillies,Miami Marlins,0.0,0.4042553191489361,0,0.4,0,0.4,0,Y
4,12,J.Lowe o0.5 RBI,Thespinzone,270,0.1,0.37,0.27,J.Lowe,Tampa Bay Rays,New York Yankees,0.0,0.4090909090909091,0,0.6,1,0.3,0,N
5,14,Y.Diaz o0.5 Runs Scored,Thespinzone,130,0.1,0.2299999999999999,0.1299999999999999,Y.Diaz,Tampa Bay Rays,New York Yankees,0.0,0.5274725274725275,1,0.6,1,0.4,0,Y
6,25,N.Senzel u0.5 Hits,SBK5065,180,0.5,1.4,0.8999999999999999,N.Senzel,Cincinnati Reds,Chicago Cubs,0.0,0.5205479452054794,1,0.8,1,0.8,1,Y
7,29,D.Hudson u4.5 Ks,SBK5065,-135,0.68,1.1837037037037037,0.5037037037037037,D.Hudson,St. Louis Cardinals,Minnesota Twins,1.0,1.0,1,1.0,1,1.0,1,N
8,30,C.Ragans u4.5 Ks,NicholaskMartin,-200,1.0,1.5,0.5,C.Ragans,Kansas City Royals,New York Mets,1.0,1.0,1,1.0,1,1.0,1,N
9,31,K.Senga o6.5 Ks,JoeDellera,114,0.6,1.2839999999999998,0.6839999999999998,K.Senga,New York Mets,Kansas City Royals,0.0,0.5555555555555556,1,0.6,1,0.5,0,N
10,32,J.Crawford o0.5 Runs Scored,Thespinzone,115,0.1,0.215,0.1149999999999999,J.Crawford,Seattle Mariners,Boston Red Sox,1.0,0.44,0,0.8,1,0.6,1,N
11,40,R.McMahon o0.5 RBI,Thespinzone,170,0.1,0.27,0.17,R.McMahon,Colorado Rockies,San Diego Padres,1.0,0.3300970873786408,0,0.8,1,0.5,0,N
12,50,R.Adams o0.5 RBI,Thespinzone,210,0.1,0.31,0.21,R.Adams,Washington Nationals,Milwaukee Brewers,1.0,0.3461538461538461,0,0.8,1,0.4,0,N
