,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,8,8,10.0,10,S.Ohtani o7.5 Ks,PropBetGuy,-118,1.18,S.Ohtani,2.18,1.0000000000000002,Los Angeles Angels,Houston Astros,1.0,0.7142857142857143,1,0.6,1,0.7142857142857143,1,N
1,10,10,12.0,12,C.Walker o0.5 RBI,Thespinzone,135,0.09,C.Walker,0.2115,0.1215,Arizona Diamondbacks,Miami Marlins,1.0,0.5454545454545454,1,0.6,1,0.6,1,N
2,14,14,20.0,20,G.Kirby u6.5 Ks,PropBetGuy,-136,1.36,G.Kirby,2.3600000000000003,1.0000000000000002,Seattle Mariners,Texas Rangers,1.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1,N
3,15,15,21.0,21,M.Garcia o0.5 RBI,Thespinzone,220,0.08,M.Garcia,0.256,0.176,Kansas City Royals,Chicago White Sox,1.0,0.7142857142857143,1,0.8,1,0.7142857142857143,1,N
4,16,16,0.0,0,S.Bieber u6.5 strikeouts,Benjamin Zweiman,-105,1.0,S.Bieber,1.9523809523809523,0.9523809523809524,Cleveland Guardians,Detroit Tigers,1.0,0.8571428571428571,1,1.0,1,0.8571428571428571,1,N
5,17,17,1.0,2,J.Bleday o0.5 total bases,Benjamin Zweiman,105,1.0,J.Bleday,2.05,1.0499999999999998,Oakland Athletics,New York Yankees,0.0,0.8333333333333334,1,1.0,1,0.8333333333333334,1,Y
6,18,18,,0,S.Ohtani o7.5 strikeouts,Dan Servodidio,-110,1.0,S.Ohtani,1.9090909090909087,0.9090909090909088,Los Angeles Angels,Houston Astros,1.0,0.7142857142857143,1,0.6,1,0.7142857142857143,1,N
