,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,2,2,7,7,L.Thomas o0.5 Runs Scored,Thespinzone,108,0.11,L.Thomas,0.2288,0.1188,Washington Nationals,Detroit Tigers,1.0,0.5,0,0.6,1,0.6,1,Y
1,4,4,9,9,M.Vientos o0.5 RBI,Thespinzone,175,0.13,M.Vientos,0.3575,0.2274999999999999,New York Mets,Cleveland Guardians,1.0,1.0,1,1.0,1,1.0,1,Y
2,5,5,10,10,S.Perez o0.5 RBI,Thespinzone,123,0.08,S.Perez,0.1784,0.0984,Kansas City Royals,Chicago White Sox,0.0,0.4,0,0.6,1,0.6,1,N
3,7,7,12,12,N.Pratto o0.5 Hits,AnthonyDabbundo,115,1.0,N.Pratto,2.15,1.15,Kansas City Royals,Chicago White Sox,0.0,0.65,1,0.8,1,0.7,1,N
4,14,14,19,19,A.Trejo o0.5 RBI,Thespinzone,225,0.08,A.Trejo,0.26,0.18,Colorado Rockies,Texas Rangers,0.0,0.2333333333333333,0,0.4,0,0.4,0,N
5,15,15,20,20,R.Grichuk o0.5 Runs Scored,Thespinzone,140,0.08,R.Grichuk,0.192,0.112,Colorado Rockies,Texas Rangers,0.0,0.5384615384615384,1,0.6,1,0.6,1,N
6,20,20,0,0,X.Bogaerts o0.5 hits,Teddy Ricketson,-245,1.0,X.Bogaerts,1.4081632653061225,0.4081632653061224,San Diego Padres,Boston Red Sox,1.0,0.7906976744186046,1,1.0,1,0.8,1,N
