,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
24,G.Cole u7.5 Ks,PropBetGuy,-134,1.0,G.Cole,1.7462686567164178,0.7462686567164178,New York Yankees,Baltimore Orioles,1.0
26,S.Strider u8.5 strikeouts,Chris Landers,100,1.0,S.Strider,2.0,1.0,Atlanta Braves,Los Angeles Dodgers,1.0
