Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
P.Skenes o1.5 Earned Runs,SBK5065,-104,1.0,P.Skenes,1.9615384615384617,0.9615384615384616,Pittsburgh Pirates,Cincinnati Reds,1.0,0.5294117647058824,1,0.8,1,0.6,1
N.Lodolo o1.5 Earned Runs,SBK5065,-157,1.0,N.Lodolo,1.6369426751592355,0.6369426751592355,Cincinnati Reds,Pittsburgh Pirates,0.0,0.7,1,1.0,1,0.9,1
