,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
9,Y.Gomes o1.5 Total Bases,charliedisturco,130,0.5,Y.Gomes,1.15,0.6499999999999999,Chicago Cubs,Los Angeles Angels,0.0
21,J.Bell o1.5 Total Bases,charliedisturco,120,0.6,J.Bell,1.32,0.7200000000000001,Cleveland Guardians,Boston Red Sox,1.0
24,M.Chapman u1.5 total bases,Teddy Ricketson,-180,1.0,M.Chapman,1.5555555555555556,,Toronto Blue Jays,Houston Astros,1.0
