,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
4,B.Ober o5.0 strikeouts,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,B.Ober,Minnesota Twins,Chicago White Sox,1.0
20,X.Curry o1.5 Ks,SBK5065,-105,0.53,1.0347619047619048,0.5047619047619047,X.Curry,Cleveland Guardians,Philadelphia Phillies,1.0
21,X.Curry o1.5 Ks,AnthonyDabbundo,105,1.5,3.0749999999999997,1.5749999999999995,X.Curry,Cleveland Guardians,Philadelphia Phillies,1.0
22,X.Curry o1.5 Ks,SBK5065,110,0.5,1.05,0.55,X.Curry,Cleveland Guardians,Philadelphia Phillies,1.0
27,B.Ober o5.5 Ks,SBK5065,-122,0.61,1.11,0.5000000000000001,B.Ober,Minnesota Twins,Chicago White Sox,1.0
