,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,L.Thomas o0.5 Runs Scored,Thespinzone,120,0.1,0.22,0.12,L.Thomas,Washington Nationals,San Francisco Giants,1.0,0.5578947368421052,1,0.6,1,0.6,1
1,M.McLain o0.5 Runs Scored,Thespinzone,105,0.1,0.205,0.1049999999999999,M.McLain,Cincinnati Reds,Arizona Diamondbacks,1.0,0.5344827586206896,1,0.8,1,0.6,1
