,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
8,A.Cobb u5.5 Ks,jimsannes,-134,1.0,1.7462686567164178,0.7462686567164178,A.Cobb,San Francisco Giants,Cincinnati Reds,1.0,0.6086956521739131,1.0,0.8,1.0,0.8,1.0
19,A.Cobb u5.5 Ks,jimsannes,-134,1.0,1.7462686567164178,0.7462686567164178,A.Cobb,San Francisco Giants,Cincinnati Reds,1.0,,,,,,
