Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
7,A.Garcia o0.5 Runs Scored,Thespinzone,-105,0.15,0.2928571428571428,0.1428571428571428,A.Garcia,Texas Rangers,New York Mets,0.0,,,,,,
8,A.Cobb u5.5 Ks,jimsannes,-134,1.0,1.7462686567164178,0.7462686567164178,A.Cobb,San Francisco Giants,Cincinnati Reds,1.0,0.6086956521739131,1.0,0.8,1.0,0.8,1.0
19,A.Cobb u5.5 Ks,jimsannes,-134,1.0,1.7462686567164178,0.7462686567164178,A.Cobb,San Francisco Giants,Cincinnati Reds,1.0,,,,,,
4,A.Duvall o0.5 RBI,Thespinzone,110,0.15,0.315,0.165,A.Duvall,Boston Red Sox,Houston Astros,1.0,0.391304347826087,0.0,0.8,1.0,0.7,1.0
6,D.Schneider o0.5 RBI,Thespinzone,185,0.15,0.4275,0.2774999999999999,D.Schneider,Toronto Blue Jays,Washington Nationals,1.0,0.6666666666666666,1.0,0.8,1.0,0.6666666666666666,1.0
7,B.Drury o0.5 RBI,Thespinzone,155,0.15,0.3824999999999999,0.2324999999999999,B.Drury,Los Angeles Angels,Philadelphia Phillies,0.0,0.3711340206185567,0.0,0.8,1.0,0.8,1.0
12,A.Duvall o0.5 RBI,Thespinzone,110,0.15,0.315,0.165,A.Duvall,Boston Red Sox,Houston Astros,1.0,,,,,,
15,D.Schneider o0.5 RBI,Thespinzone,185,0.15,0.4275,0.2774999999999999,D.Schneider,Toronto Blue Jays,Washington Nationals,1.0,,,,,,
16,A.Judge o0.5 RBI,Thespinzone,145,0.1,0.245,0.145,A.Judge,New York Yankees,Detroit Tigers,0.0,,,,,,
4,Z.Thompson u2.5 Walks Allowed,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,Z.Thompson,St. Louis Cardinals,San Diego Padres,1.0,,,,,,
5,D.Schneider o0.5 HR,Thespinzone,600,0.15,1.05,0.9,D.Schneider,Toronto Blue Jays,Washington Nationals,1.0,0.5555555555555556,1.0,0.6,1.0,0.5555555555555556,1.0
3,C.Ragans o5.5 Strikeouts,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,C.Ragans,Kansas City Royals,Pittsburgh Pirates,1.0,,,,,,
6,J.Scholtens o3.5 Ks,jimsannes,-112,1.0,1.8928571428571428,0.8928571428571428,J.Scholtens,Chicago White Sox,Baltimore Orioles,0.0,,,,,,
10,A.Heaney u5.5 Ks,jimsannes,-112,1.0,1.8928571428571428,0.8928571428571428,A.Heaney,Texas Rangers,New York Mets,0.0,,,,,,
