,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
4,Z.Thompson u2.5 Walks Allowed,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,Z.Thompson,St. Louis Cardinals,San Diego Padres,1.0
