,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
3,C.Ragans o5.5 Strikeouts,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,C.Ragans,Kansas City Royals,Pittsburgh Pirates,1.0
6,J.Scholtens o3.5 Ks,jimsannes,-112,1.0,1.8928571428571428,0.8928571428571428,J.Scholtens,Chicago White Sox,Baltimore Orioles,0.0
10,A.Heaney u5.5 Ks,jimsannes,-112,1.0,1.8928571428571428,0.8928571428571428,A.Heaney,Texas Rangers,New York Mets,0.0
19,A.Cobb u5.5 Ks,jimsannes,-134,1.0,1.7462686567164178,0.7462686567164178,A.Cobb,San Francisco Giants,Cincinnati Reds,1.0
