Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
R.Devers o1.5 Total Bases,sandyplashkes,104,1.0,R.Devers,2.04,1.04,Boston Red Sox,Arizona Diamondbacks,1.0,0.4912280701754385,0,0.2,0,0.4,0
S.Ohtani o1.5 Total Bases,theprophunter0_,-120,1.2,S.Ohtani,2.2,1.0000000000000002,Los Angeles Dodgers,Tampa Bay Rays,1.0,0.5564516129032258,1,0.6,1,0.5,0
V.Guerrero o1.5 Total Bases,theprophunter0_,-115,1.15,V.Guerrero,2.1499999999999995,0.9999999999999996,Toronto Blue Jays,Los Angeles Angels,1.0,0.0,0,0.0,0,0.0,0
M.Ozuna o1.5 Total Bases,theprophunter0_,-115,1.15,M.Ozuna,2.1499999999999995,0.9999999999999996,Atlanta Braves,Washington Nationals,1.0,0.4960629921259842,0,0.4,0,0.4,0
J.Pederson o1.5 Total Bases,theprophunter0_,-120,1.2,J.Pederson,2.2,1.0000000000000002,Arizona Diamondbacks,Boston Red Sox,0.0,0.3584905660377358,0,0.2,0,0.2,0
