Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
C.Kershaw o15.5 Outs,PropBetGuy,135,1.0,C.Kershaw,2.35,1.35,Los Angeles Dodgers,Tampa Bay Rays,1.0,0.4,0,0.4,0,0.4,0
P.Lopez u18.5 Outs,SBK5065,-145,0.27,P.Lopez,0.4562068965517242,0.1862068965517241,Minnesota Twins,St Louis Cardinals,1.0,0.72,1,0.8,1,0.7,1
P.Lopez u18.5 Outs,Markus_Markets,-135,1.0,P.Lopez,1.7407407407407407,0.7407407407407407,Minnesota Twins,St Louis Cardinals,1.0,0.72,1,0.8,1,0.7,1
Z.Gallen u16.5 Outs,PlayerPropSavant,-110,1.1,Z.Gallen,2.1,1.0,Arizona Diamondbacks,Boston Red Sox,0.0,0.5238095238095238,1,0.4,0,0.6,1
B.Snell u18.5 Outs,SBK5065,-204,1.5,B.Snell,2.235294117647059,0.7352941176470589,San Francisco Giants,Seattle Mariners,0.0,0.7142857142857143,1,0.4,0,0.6,1
J.Woodford u15.5 Outs,SBK5065,-175,1.0,J.Woodford,1.5714285714285714,0.5714285714285714,Pittsburgh Pirates,Cincinnati Reds,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
