,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Correct
0,Y.Yamamoto o4.5 Ks,PropBetGuy,Los Angeles Dodgers,Y.Yamamoto,Atlanta Braves,0,0.9285714285714286,1,0.8,1,0.9,1,-135,1.35,2.35,1.0,N
1,B.Marsh o0.5 hits+runs+rbi,Rotowire,Philadelphia Phillies,B.Marsh,Milwaukee Brewers,0,0.6504065040650406,1,0.6,1,0.8,1,100,0.75,1.5,0.75,Y
2,J.Wilson o0.5 hits+runs+rbi,Rotowire,Oakland Athletics,J.Wilson,Chicago Cubs,0,0.75,1,0.8,1,0.7,1,100,0.75,1.5,0.75,Y
3,S.Imanaga u1.5 BB,SBK5065,Chicago Cubs,S.Imanaga,Oakland Athletics,1,0.8148148148148148,1,0.6,1,0.8,1,-200,1.0,1.5,0.5,N
4,J.Pederson o1.5 hits+runs+rbi,Rotowire,Arizona Diamondbacks,J.Pederson,Colorado Rockies,0,0.4583333333333333,0,0.4,0,0.4,0,100,0.75,1.5,0.75,N
5,P.Pages u0.5 Hits,LinesAtLunch,St Louis Cardinals,P.Pages,Pittsburgh Pirates,1,0.4285714285714285,0,0.4,0,0.5,0,-110,1.1,2.1,1.0,N
6,J.Tena o0.5 hits+runs+rbi,Rotowire,Washington Nationals,J.Tena,New York Mets,0,0.7931034482758621,1,1.0,1,1.0,1,100,0.75,1.5,0.75,Y
7,P.Skenes u1.5 Earned Runs,PlayerPropSavant,Pittsburgh Pirates,P.Skenes,St Louis Cardinals,0,0.55,1,0.6,1,0.5,0,-110,1.38,2.6345454545454543,1.2545454545454544,Y
8,J.Bleday o0.5 hits+runs+rbi,Rotowire,Oakland Athletics,J.Bleday,Chicago Cubs,0,0.678082191780822,1,1.0,1,0.8,1,100,0.75,1.5,0.75,N
9,B.Rooker o1.5 hits+runs+rbi,Rotowire Prizepicks,Oakland Athletics,B.Rooker,Chicago Cubs,0,0.5939849624060151,1,1.0,1,0.8,1,100,1.5,3.0,1.5,Y
10,S.Arrighetti o16.5 outs,Rotowire,Houston Astros,S.Arrighetti,San Diego Padres,0,0.5384615384615384,1,0.8,1,0.9,1,100,0.75,1.5,0.75,N
11,R.Detmers o1.5 earned runs,Rotowire,Los Angeles Angels,R.Detmers,Chicago White Sox,1,0.7142857142857143,1,1.0,1,1.0,1,100,0.75,1.5,0.75,Y
12,J.Amaya o0.5 hits+runs+rbi,Rotowire Prizepicks,Chicago White Sox,J.Amaya,Los Angeles Angels,0,0.6153846153846154,1,0.4,0,0.7,1,100,1.5,3.0,1.5,Y
