,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,B.Wilson u4.5 Ks,charliedisturco,-135,1.0,B.Wilson,1.7407407407407407,0.7407407407407407,Milwaukee Brewers,Tampa Bay Rays,1,1.0,1,1.0,1,1.0,1,N
1,1,B.Wilson u4.5 Ks,GDAWG5000,-135,0.68,B.Wilson,1.1837037037037037,0.5037037037037037,Milwaukee Brewers,Tampa Bay Rays,1,1.0,1,1.0,1,1.0,1,N
2,2,B.Wilson u4.5 Ks,The_Oddsmaker,-135,1.35,B.Wilson,2.35,1.0,Milwaukee Brewers,Tampa Bay Rays,1,1.0,1,1.0,1,1.0,1,N
3,3,J.Boyle o2.5 BB,GDAWG5000,100,0.5,J.Boyle,1.0,0.5,Oakland Athletics,Pittsburgh Pirates,1,0.8,1,0.8,1,0.8,1,Y
4,4,B.Falter u4.5 Ks,The_Oddsmaker,-132,1.32,B.Falter,2.3200000000000003,1.0000000000000002,Pittsburgh Pirates,Oakland Athletics,0,0.8,1,0.8,1,0.8,1,N
5,5,J.Boyle o2.5 BB,SBK5065,100,0.65,J.Boyle,1.3,0.65,Oakland Athletics,Pittsburgh Pirates,1,0.8,1,0.8,1,0.8,1,Y
6,6,J.Boyle o2.5 BB,cowhitchurch,-115,0.58,J.Boyle,1.0843478260869563,0.5043478260869564,Oakland Athletics,Pittsburgh Pirates,1,0.8,1,0.8,1,0.8,1,Y
7,9,B.Miller o1.5 BB,cowhitchurch,-125,0.63,B.Miller,1.134,0.5040000000000001,Seattle Mariners,Atlanta Braves,1,0.6,1,0.6,1,0.6,1,N
8,10,M.Waldron o4.5 Ks,_Collin1,-115,0.58,M.Waldron,1.0843478260869563,0.5043478260869564,San Diego Padres,Cincinnati Reds,1,0.6,1,0.6,1,0.6,1,N
9,12,N.Lodolo u2.5 BB,SBK5065,-155,1.0,N.Lodolo,1.6451612903225803,0.6451612903225805,Cincinnati Reds,San Diego Padres,0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,Y
10,13,M.Waldron u16.5 Outs,PropBetGuy,-125,1.25,M.Waldron,2.25,1.0,San Diego Padres,Cincinnati Reds,1,0.8,1,0.8,1,0.8,1,N
11,14,T.Rogers u17.5 Outs,cowhitchurch,-108,0.54,T.Rogers,1.04,0.5,Miami Marlins,Washington Nationals,1,1.0,1,1.0,1,1.0,1,Y
12,15,G.Canning u5.5 Ks,BJCunningham,116,1.0,G.Canning,2.16,1.16,Los Angeles Angels,Philadelphia Phillies,1,0.8,1,0.8,1,0.8,1,Y
13,18,T.Henry u15.5 Outs,SBK5065,-130,1.0,T.Henry,1.7692307692307692,0.7692307692307692,Arizona Diamondbacks,Los Angeles Dodgers,1,0.8,1,0.8,1,0.8,1,Y
14,20,C.Schmidt u16.5 Outs,PropBetGuy,-115,1.15,C.Schmidt,2.1499999999999995,0.9999999999999996,New York Yankees,Baltimore Orioles,0,1.0,1,1.0,1,1.0,1,N
15,22,J.Boyle o5.5 ks,Jason Radowitz,105,1.0,J.Boyle,2.05,1.0499999999999998,Oakland Athletics,Pittsburgh Pirates,1,0.4,0,0.4,0,0.4,0,N
16,27,A.Bohm o1.5 total bases,Nick Simon,100,1.0,A.Bohm,2.0,1.0,Philadelphia Phillies,Los Angeles Angels,0,0.5517241379310345,1,1.0,1,0.9,1,N
17,28,N.Arenado u0.5 hits,Nick Simon,195,1.0,N.Arenado,2.95,1.95,St Louis Cardinals,Detroit Tigers,0,0.25,0,0.4,0,0.3,0,X
18,29,M.Betts o1.5 total bases,Rotowire,100,0.75,M.Betts,1.5,0.75,Los Angeles Dodgers,Arizona Diamondbacks,0,0.5,0,1.0,1,0.6,1,N
19,30,O.Cruz u1.5 total bases,Rotowire,100,0.75,O.Cruz,1.5,0.75,Pittsburgh Pirates,Oakland Athletics,0,0.6071428571428571,1,0.8,1,0.8,1,Y
