,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,M.Ozuna o0.5 RBI,Thespinzone,130,0.2,M.Ozuna,0.4599999999999999,0.2599999999999999,Atlanta Braves,Cleveland Guardians,1.0,0.6086956521739131,1,0.4,0,0.6,1,Y
1,4,C.Bassitt o1.5 BB,The_Oddsmaker,-185,1.85,C.Bassitt,2.85,1.0,Toronto Blue Jays,Los Angeles Dodgers,1.0,1.0,1,1.0,1,1.0,1,Y
2,5,G.Stone o3.5 Ks,The_Oddsmaker,-142,1.42,G.Stone,2.42,1.0,Los Angeles Dodgers,Toronto Blue Jays,0.0,0.75,1,0.75,1,0.75,1,N
3,6,G.Henderson o2.5 Hits + Runs + RBIs,Thespinzone,125,0.2,G.Henderson,0.45,0.25,Baltimore Orioles,Oakland Athletics,1.0,0.5,0,0.8,1,0.8,1,N
4,8,S.Marte o0.5 Runs Scored,Thespinzone,118,0.2,S.Marte,0.4359999999999999,0.2359999999999999,New York Mets,St Louis Cardinals,1.0,0.4166666666666667,0,0.2,0,0.4,0,N
5,9,M.Mikolas u1.5 BB,The_Oddsmaker,-145,1.45,M.Mikolas,2.45,1.0000000000000002,St Louis Cardinals,New York Mets,0.0,0.4,0,0.4,0,0.4,0,Y
6,10,J.Butto u15.5 Outs,SBK5065,-123,1.0,J.Butto,1.8130081300813008,0.8130081300813008,New York Mets,St Louis Cardinals,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,N
7,11,C.Rea u15.5 Outs,SBK5065,-139,1.0,C.Rea,1.7194244604316546,0.7194244604316546,Milwaukee Brewers,New York Yankees,1.0,0.5,0,0.5,0,0.5,0,N
8,14,B.Ober o15.5 Outs,SBK5065,-105,1.0,B.Ober,1.9523809523809523,0.9523809523809524,Minnesota Twins,Los Angeles Angels,0.0,0.5,0,0.5,0,0.5,0,Y
9,15,P.Sandoval u6.5 Ks,SBK5065,-165,1.25,P.Sandoval,2.0075757575757573,0.7575757575757573,Los Angeles Angels,Minnesota Twins,1.0,0.8,1,0.8,1,0.8,1,Y
10,17,E.Hancock u4.5 Ks,_Collin1,-136,0.68,E.Hancock,1.1800000000000002,0.5000000000000001,Seattle Mariners,Arizona Diamondbacks,1.0,0.75,1,0.75,1,0.75,1,Y
11,18,Z.Gallen u7.5 Ks,PropBetGuy,-140,1.4,Z.Gallen,2.4,1.0,Arizona Diamondbacks,Seattle Mariners,0.0,0.8,1,0.8,1,0.8,1,Y
12,19,J.Musgrove u18.5 Outs,SBK5065,-190,1.9,J.Musgrove,2.8999999999999995,0.9999999999999996,San Diego Padres,Philadelphia Phillies,1.0,0.8,1,0.8,1,0.8,1,Y
13,20,A.Nola u18.5 Outs,SBK5065,-190,1.0,A.Nola,1.526315789473684,0.5263157894736841,Philadelphia Phillies,San Diego Padres,0.0,0.6,1,0.6,1,0.6,1,N
14,21,C.Abrams o0.5 Runs Scored,Thespinzone,102,0.2,C.Abrams,0.404,0.204,Washington Nationals,Miami Marlins,0.0,0.5238095238095238,1,0.6,1,0.7,1,Y
15,24,N.Eovaldi u6.5 Ks,BJCunningham,125,1.0,N.Eovaldi,2.25,1.25,Texas Rangers,Cincinnati Reds,1.0,0.6,1,0.6,1,0.6,1,N
16,25,Q.Priester u15.5 Outs,SBK5065,-160,1.0,Q.Priester,1.625,0.625,Pittsburgh Pirates,San Francisco Giants,0.0,1.0,1,1.0,1,1.0,1,N
17,27,R.Olson o4.5 Ks,charliedisturco,-115,1.0,R.Olson,1.869565217391304,0.8695652173913042,Detroit Tigers,Kansas City Royals,1.0,0.25,0,0.25,0,0.25,0,Y
18,28,R.Olson o4.5 Ks,GDAWG5000,-115,0.5,R.Olson,0.934782608695652,0.4347826086956521,Detroit Tigers,Kansas City Royals,1.0,0.25,0,0.25,0,0.25,0,Y
19,29,R.Olson o4.5 Ks,NicholaskMartin,-115,0.87,R.Olson,1.6265217391304347,0.7565217391304347,Detroit Tigers,Kansas City Royals,1.0,0.25,0,0.25,0,0.25,0,Y
20,31,R.Olson o4.5 Ks,The_Oddsmaker,-115,1.0,R.Olson,1.869565217391304,0.8695652173913042,Detroit Tigers,Kansas City Royals,1.0,0.25,0,0.25,0,0.25,0,Y
21,32,G.Stone u3.5 ks,Jason Radowitz,122,1.0,G.Stone,2.22,1.2199999999999998,Los Angeles Dodgers,Toronto Blue Jays,0.0,0.25,0,0.25,0,0.25,0,Y
22,33,J.Luzardo u5.5 ks,Jason Radowitz,104,1.0,J.Luzardo,2.04,1.04,Miami Marlins,Washington Nationals,1.0,0.6,1,0.6,1,0.6,1,X
23,37,J.Gallo u1.5 total bases,Rotowire,100,0.75,J.Gallo,1.5,0.75,Washington Nationals,Miami Marlins,0.0,0.6818181818181818,1,0.8,1,0.8,1,Y
