,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,T.Anderson u18.5 Outs,JoeDellera,-180,0.75,T.Anderson,1.1666666666666667,0.4166666666666667,Los Angeles Angels,Houston Astros,1,0.3333333333333333,0,0.2,0,0.4,0,Y
1,1,T.Anderson u18.5 Outs,cowhitchurch,-175,0.88,T.Anderson,1.3828571428571428,0.5028571428571428,Los Angeles Angels,Houston Astros,1,0.3333333333333333,0,0.2,0,0.4,0,Y
2,2,T.Anderson u18.5 Outs,SBK5065,-180,1.3,T.Anderson,2.022222222222222,0.7222222222222221,Los Angeles Angels,Houston Astros,1,0.3333333333333333,0,0.2,0,0.4,0,Y
3,5,A.Abbott u5.5 Ks,PropBetGuy,120,1.0,A.Abbott,2.2,1.2000000000000002,Cincinnati Reds,Chicago Cubs,1,0.6666666666666666,1,0.8,1,0.6,1,Y
4,16,R.Lewis o0.5 RBI,Thespinzone,150,0.25,R.Lewis,0.625,0.375,Minnesota Twins,Pittsburgh Pirates,0,0.75,1,0.75,1,0.75,1,N
5,19,F.Peralta o6.5 Ks,cowhitchurch,-150,0.75,F.Peralta,1.25,0.5,Milwaukee Brewers,Detroit Tigers,0,0.75,1,0.8,1,0.7,1,N
6,20,F.Peralta o6.5 Ks,charliedisturco,-133,0.67,F.Peralta,1.173759398496241,0.5037593984962406,Milwaukee Brewers,Detroit Tigers,0,0.75,1,0.8,1,0.7,1,N
7,21,F.Peralta o6.5 Ks,PropBetGuy,-130,1.3,F.Peralta,2.3,0.9999999999999998,Milwaukee Brewers,Detroit Tigers,0,0.75,1,0.8,1,0.7,1,N
8,28,R.Suarez o5.5 Ks,Thespinzone,125,0.25,R.Suarez,0.5625,0.3125,Philadelphia Phillies,New York Mets,0,0.6666666666666666,1,0.6,1,0.7,1,Y
9,29,A.Bohm o0.5 RBI,Thespinzone,115,0.25,A.Bohm,0.5375,0.2875,Philadelphia Phillies,New York Mets,0,0.4677419354838709,0,0.4,0,0.3,0,N
10,36,M.Vientos o1.5 Hits + Runs + RBIs,charliedisturco,-105,0.25,M.Vientos,0.4880952380952381,0.238095238095238,New York Mets,Philadelphia Phillies,1,0.5263157894736842,1,0.8,1,0.6,1,N
11,39,C.Taylor u1.5 total bases,Rotowire,100,0.75,C.Taylor,1.5,0.75,Los Angeles Dodgers,New York Yankees,0,0.9696969696969696,1,1.0,1,0.9,1,Y
12,40,K.Paris u1.5 total bases,Rotowire,100,0.75,K.Paris,1.5,0.75,Los Angeles Angels,Houston Astros,1,0.85,1,1.0,1,0.9,1,X
13,41,R.Munoz o3.5 strikeouts,Rotowire,100,0.75,R.Munoz,1.5,0.75,Miami Marlins,Cleveland Guardians,1,1.0,1,1.0,1,1.0,1,N
14,42,M.Waldron o4.5 strikeouts,Rotowire,100,0.75,M.Waldron,1.5,0.75,San Diego Padres,Arizona Diamondbacks,1,0.5833333333333334,1,0.8,1,0.5,0,N
15,43,B.Lively o4.5 strikeouts,Rotowire,100,0.75,B.Lively,1.5,0.75,Cleveland Guardians,Miami Marlins,0,0.7777777777777778,1,0.6,1,0.7777777777777778,1,N
16,44,H.Brown u5.5 strikeouts,Rotowire,100,0.75,H.Brown,1.5,0.75,Houston Astros,Los Angeles Angels,0,0.6363636363636364,1,0.6,1,0.6,1,N
17,45,G.Stone u4.5 strikeouts,Rotowire,100,0.75,G.Stone,1.5,0.75,Los Angeles Dodgers,New York Yankees,0,0.4545454545454545,0,0.4,0,0.5,0,N
18,47,R.Munoz o3.5 strikeouts,Rotowire Prizepicks,100,1.5,R.Munoz,3.0,1.5,Miami Marlins,Cleveland Guardians,1,1.0,1,1.0,1,1.0,1,N
19,48,R.Nelson u3.5 strikeouts,Rotowire Prizepicks,100,1.5,R.Nelson,3.0,1.5,Arizona Diamondbacks,San Diego Padres,0,0.6666666666666666,1,0.8,1,0.6666666666666666,1,Y
20,49,N.Cortes u5.5 strikeouts,Rotowire Prizepicks,100,1.5,N.Cortes,3.0,1.5,New York Yankees,Los Angeles Dodgers,1,0.4615384615384615,0,0.4,0,0.4,0,Y
