,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Correct
0,V.Scott o0.5 hits+runs+rbi,Rotowire,St Louis Cardinals,V.Scott,New York Yankees,0.0,0.5789473684210527,1,1.0,1,0.9,1,100.0,0.75,1.5,0.75,N
1,J.Cannon o15.5 outs,Rotowire,Chicago White Sox,J.Cannon,New York Mets,1.0,0.6,1,0.6,1,0.7,1,100.0,0.75,1.5,0.75,N
2,C.Kershaw o3.5 strikeouts,Rotowire,Los Angeles Dodgers,C.Kershaw,Arizona Diamondbacks,0.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,100.0,0.75,1.5,0.75,N
3,L.Butler o1.5 hits+runs+rbi,Rotowire Prizepicks,Oakland Athletics,L.Butler,Texas Rangers,0.0,0.425531914893617,0,1.0,1,0.9,1,100.0,1.5,3.0,1.5,Y
4,R.Lopez o5.5 strikeouts,Rotowire Prizepicks,Atlanta Braves,R.Lopez,Philadelphia Phillies,0.0,0.5714285714285714,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,Y
5,S.Imanaga o5.5 strikeouts,Rotowire Prizepicks,Chicago Cubs,S.Imanaga,Washington Nationals,0.0,0.625,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,Y
6,N.Martinez o15.5 Outs,SBK5065,Cincinnati Reds,N.Martinez,Milwaukee Brewers,1.0,0.3,0,0.4,0,0.3,0,120.0,1.0,2.2,1.2000000000000002,Y
7,T.Houck o1.5 BB,PropBetGuy,Boston Red Sox,T.Houck,Detroit Tigers,0.0,0.5384615384615384,1,0.8,1,0.8,1,-123.0,1.23,2.23,1.0,Y
8,J.Sears o16.5 Outs,SBK5065,Oakland Athletics,J.Sears,Texas Rangers,0.0,0.6538461538461539,1,0.8,1,0.8,1,-135.0,1.0,1.7407407407407407,0.7407407407407407,Y
9,C.Seager o1.5 hits+runs+rbi,Rotowire Prizepicks,Texas Rangers,C.Seager,Oakland Athletics,1.0,0.5462184873949579,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,X
10,R.Suarez o1.5 Earned Runs,SBK5065,Philadelphia Phillies,R.Suarez,Atlanta Braves,1.0,0.4761904761904761,0,0.8,1,0.6,1,-131.0,1.0,1.763358778625954,0.7633587786259541,Y
