,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,B.Snell u15.5 Outs,PropBetGuy,100,1.0,B.Snell,2.0,1.0,San Francisco Giants,Arizona Diamondbacks,1.0,1.0,1,1.0,1,1.0,1,Y
1,1,B.Snell u5.5 Ks,_Collin1,124,0.5,B.Snell,1.12,0.6200000000000001,San Francisco Giants,Arizona Diamondbacks,1.0,1.0,1,1.0,1,1.0,1,Y
2,4,C.Abrams o0.5 Runs Scored,Thespinzone,120,0.15,C.Abrams,0.33,0.18,Washington Nationals,Houston Astros,1.0,0.4666666666666667,0,0.6,1,0.5,0,Y
3,7,J.Boyle o2.5 BB,GDAWG5000,130,0.5,J.Boyle,1.15,0.6499999999999999,Oakland Athletics,Cleveland Guardians,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,Y
4,8,J.Boyle o2.5 BB,The_Oddsmaker,130,1.0,J.Boyle,2.3,1.2999999999999998,Oakland Athletics,Cleveland Guardians,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,Y
5,9,T.McKenzie o5.5 Ks,_Collin1,120,0.5,T.McKenzie,1.1,0.6000000000000001,Cleveland Guardians,Oakland Athletics,1.0,0.0,0,0.0,0,0.0,0,Y
6,12,A.Judge o1.5 Total Bases,charliedisturco,-115,0.75,A.Judge,1.402173913043478,0.652173913043478,New York Yankees,Tampa Bay Rays,1.0,0.3684210526315789,0,0.4,0,0.4,0,N
7,14,T.Alexander u15.5 Outs,cowhitchurch,-169,0.85,T.Alexander,1.3529585798816568,0.5029585798816568,Tampa Bay Rays,New York Yankees,0.0,1.0,1,1.0,1,1.0,1,N
8,16,C.Sale u17.5 Outs,cowhitchurch,102,0.5,C.Sale,1.01,0.51,Atlanta Braves,Texas Rangers,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,N
9,17,A.Riley o1.5 Total Bases,charliedisturco,-111,0.75,A.Riley,1.425675675675676,0.6756756756756759,Atlanta Braves,Texas Rangers,1.0,0.7058823529411765,1,0.8,1,0.8,1,N
10,21,F.Peralta o16.5 Outs,cowhitchurch,-125,0.63,F.Peralta,1.134,0.5040000000000001,Milwaukee Brewers,St Louis Cardinals,0.0,1.0,1,1.0,1,1.0,1,Y
11,22,T.Ward o1.5 Hits + Runs + RBIs,Thespinzone,-105,0.15,T.Ward,0.2928571428571428,0.1428571428571428,Los Angeles Angels,Cincinnati Reds,0.0,0.631578947368421,1,0.6,1,0.6,1,N
12,23,J.Fraley o0.5 Runs Scored,Thespinzone,170,0.15,J.Fraley,0.405,0.255,Cincinnati Reds,Los Angeles Angels,1.0,0.6923076923076923,1,0.8,1,0.7,1,N
13,24,T.Anderson o4.5 Ks,The_Oddsmaker,-132,1.32,T.Anderson,2.3200000000000003,1.0000000000000002,Los Angeles Angels,Cincinnati Reds,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,N
14,25,Y.Yamamoto o5.5 Ks,cowhitchurch,-115,0.58,Y.Yamamoto,1.0843478260869563,0.5043478260869564,Los Angeles Dodgers,New York Mets,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,Y
15,26,J.Flaherty o6.5 Ks,_Collin1,125,0.5,J.Flaherty,1.125,0.625,Detroit Tigers,Minnesota Twins,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,Y
16,27,N.Hoerner o0.5 Runs Scored,Thespinzone,-120,0.13,N.Hoerner,0.2383333333333333,0.1083333333333333,Chicago Cubs,Miami Marlins,1.0,0.5882352941176471,1,0.6,1,0.6,1,Y
17,29,N.Madrigal o0.5 RBI,Thespinzone,220,0.33,N.Madrigal,1.056,0.726,Chicago Cubs,Miami Marlins,1.0,0.2222222222222222,0,0.2,0,0.2222222222222222,0,Y
18,33,J.Flaherty o6.5 ks,Jason Radowitz,116,1.0,J.Flaherty,2.16,1.16,Detroit Tigers,Minnesota Twins,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,Y
19,40,B.Bichette o1.5 hits+runs+rbi,Rotowire,100,0.75,B.Bichette,1.5,0.75,Toronto Blue Jays,San Diego Padres,0.0,0.5882352941176471,1,0.8,1,0.8,1,Y
20,41,D.Schneider u1.5 total bases,Rotowire,100,0.75,D.Schneider,1.5,0.75,Toronto Blue Jays,San Diego Padres,0.0,0.5833333333333334,1,0.8,1,0.7,1,Y
