,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,A.Bohm o0.5 RBI,Thespinzone,135,0.25,A.Bohm,0.5875,0.3375,Philadelphia Phillies,Texas Rangers,1,0.5208333333333334,1,0.8,1,0.6,1,Y
1,1,D.Dunning o4.5 Ks,BJCunningham,115,1.0,D.Dunning,2.15,1.15,Texas Rangers,Philadelphia Phillies,0,0.7142857142857143,1,0.6,1,0.7142857142857143,1,N
2,2,T.Walker u15.5 Outs,cowhitchurch,-105,0.53,T.Walker,1.0347619047619048,0.5047619047619047,Philadelphia Phillies,Texas Rangers,1,0.25,0,0.25,0,0.25,0,Y
3,3,B.Bello o4.5 Ks,Thespinzone,100,0.25,B.Bello,0.5,0.25,Boston Red Sox,Tampa Bay Rays,0,0.4285714285714285,0,0.4,0,0.4285714285714285,0,Y
4,4,B.Bello u16.5 Outs,PropBetGuy,-125,1.25,B.Bello,2.25,1.0,Boston Red Sox,Tampa Bay Rays,0,0.8571428571428571,1,0.8,1,0.8571428571428571,1,N
5,9,M.Fried o16.5 Outs,GoldBoys,-125,1.25,M.Fried,2.25,1.0,Atlanta Braves,Chicago Cubs,0,0.5555555555555556,1,0.8,1,0.5555555555555556,1,Y
6,12,C.Yelich o0.5 RBI,Thespinzone,215,0.25,C.Yelich,0.7875,0.5375,Milwaukee Brewers,Miami Marlins,0,0.5454545454545454,1,0.4,0,0.5,0,N
7,13,O.Lopez o0.5 RBI,Thespinzone,280,0.2,O.Lopez,0.76,0.56,Miami Marlins,Milwaukee Brewers,1,0.35,0,0.8,1,0.6,1,N
8,14,J.Luzardo u17.5 Outs,PropBetGuy,-120,1.2,J.Luzardo,2.2,1.0000000000000002,Miami Marlins,Milwaukee Brewers,1,0.7142857142857143,1,0.6,1,0.7142857142857143,1,N
9,18,A.Gomber o4.5 Ks,_Collin1,-110,0.55,A.Gomber,1.05,0.5,Colorado Rockies,Oakland Athletics,0,0.3333333333333333,0,0.4,0,0.3333333333333333,0,Y
10,25,J.Ramirez o0.5 RBI,Thespinzone,125,0.31,J.Ramirez,0.6975,0.3875,Cleveland Guardians,New York Mets,1,0.5416666666666666,1,0.6,1,0.4,0,Y
11,28,D.Fry o0.5 Runs Scored,Thespinzone,125,0.31,D.Fry,0.6975,0.3875,Cleveland Guardians,New York Mets,1,0.4242424242424242,0,0.8,1,0.6,1,Y
12,31,D.Blanco o0.5 Runs Scored,Thespinzone,190,0.25,D.Blanco,0.725,0.475,Kansas City Royals,Detroit Tigers,1,0.4210526315789473,0,0.4,0,0.4,0,N
13,33,T.Skubal u6.5 Ks,cowhitchurch,112,0.56,T.Skubal,1.1872000000000005,0.6272000000000002,Detroit Tigers,Kansas City Royals,0,0.5555555555555556,1,0.4,0,0.5555555555555556,1,Y
14,34,C.Ragans o6.5 Ks,PropBetGuy,100,1.0,C.Ragans,2.0,1.0,Kansas City Royals,Detroit Tigers,1,0.6,1,0.6,1,0.6,1,Y
15,35,K.Bradish u2.5 BB,SBK5065,-155,0.84,K.Bradish,1.3819354838709677,0.5419354838709677,Baltimore Orioles,St Louis Cardinals,0,1.0,1,1.0,1,1.0,1,X
16,36,J.Jones o6.5 ks,Jason Radowitz,-134,1.0,J.Jones,1.7462686567164178,0.7462686567164178,Pittsburgh Pirates,San Francisco Giants,1,0.7777777777777778,1,0.6,1,0.7777777777777778,1,N
17,38,A.Gomber o4.5 ks,Jason Radowitz,-113,1.0,A.Gomber,1.8849557522123892,0.8849557522123894,Colorado Rockies,Oakland Athletics,0,0.3333333333333333,0,0.4,0,0.3333333333333333,0,Y
18,44,M.Amaya u1.5 total bases,Rotowire,100,0.75,M.Amaya,1.5,0.75,Chicago Cubs,Atlanta Braves,1,0.8333333333333334,1,0.8,1,0.9,1,Y
19,45,Z.Short u1.5 total bases,Rotowire,100,0.75,Z.Short,1.5,0.75,Atlanta Braves,Chicago Cubs,0,0.7777777777777778,1,1.0,1,0.7777777777777778,1,Y
20,46,N.Cortes u6.5 strikeouts,Rotowire,100,0.75,N.Cortes,1.5,0.75,New York Yankees,Seattle Mariners,1,0.8,1,0.8,1,0.8,1,Y
21,47,M.King u6.5 strikeouts,Rotowire,100,0.75,M.King,1.5,0.75,San Diego Padres,Cincinnati Reds,0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,Y
22,48,T.Walker o3.5 strikeouts,Rotowire,100,0.75,T.Walker,1.5,0.75,Philadelphia Phillies,Texas Rangers,1,0.75,1,0.75,1,0.75,1,Y
23,49,M.Fried o4.5 strikeouts,Rotowire,100,0.75,M.Fried,1.5,0.75,Atlanta Braves,Chicago Cubs,0,0.5555555555555556,1,0.8,1,0.5555555555555556,1,Y
24,51,A.Gomber u4.5 strikeouts,Rotowire,100,0.75,A.Gomber,1.5,0.75,Colorado Rockies,Oakland Athletics,0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,N
