,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,4,M.Stroman u16.5 Outs,PropBetGuy,-111,1.11,M.Stroman,2.1100000000000003,1.0000000000000002,New York Yankees,Tampa Bay Rays,1,0.5263157894736842,1,0.8,1,0.5,0,Y
1,5,L.Torrens o0.5 Runs Scored,Thespinzone,135,0.2,L.Torrens,0.47,0.27,New York Mets,Miami Marlins,0,0.4705882352941176,0,0.6,1,0.4,0,N
2,8,T.Rogers u2.5 BB,SBK5065,-165,1.5,T.Rogers,2.409090909090909,0.9090909090909092,Miami Marlins,New York Mets,1,0.5263157894736842,1,0.4,0,0.5,0,Y
3,11,K.Montero u16.5 Outs,SBK5065,-135,1.0,K.Montero,1.7407407407407407,0.7407407407407407,Detroit Tigers,Toronto Blue Jays,0,0.5,0,0.5,0,0.5,0,Y
4,13,S.Schwellenbach o4.5 Ks,PropBetGuy,-135,1.35,S.Schwellenbach,2.35,1.0,Atlanta Braves,St Louis Cardinals,1,0.625,1,0.8,1,0.625,1,Y
5,14,H.Birdsong u5.5 Ks,PropBetGuy,-138,1.38,H.Birdsong,2.38,1.0,San Francisco Giants,Colorado Rockies,0,1.0,1,1.0,1,1.0,1,N
6,15,J.Ryan u18.5 Outs,SBK5065,-184,1.5,J.Ryan,2.315217391304348,0.8152173913043477,Minnesota Twins,Milwaukee Brewers,1,0.7368421052631579,1,1.0,1,0.6,1,Y
7,17,H.Birdsong o4.5 strikeouts,Rotowire,100,0.75,H.Birdsong,1.5,0.75,San Francisco Giants,Colorado Rockies,0,0.75,1,0.75,1,0.75,1,Y
8,18,K.Montero o3.5 strikeouts,Rotowire,100,0.75,K.Montero,1.5,0.75,Detroit Tigers,Toronto Blue Jays,0,1.0,1,1.0,1,1.0,1,N
9,19,K.Gausman u6.5 strikeouts,Rotowire,100,0.75,K.Gausman,1.5,0.75,Toronto Blue Jays,Detroit Tigers,1,0.7368421052631579,1,0.6,1,0.6,1,Y
10,21,M.Mikolas u4.5 strikeouts,Rotowire,100,0.75,M.Mikolas,1.5,0.75,St Louis Cardinals,Atlanta Braves,0,0.65,1,1.0,1,0.6,1,Y
11,22,R.Blanco u6.5 strikeouts,Rotowire,100,0.75,R.Blanco,1.5,0.75,Houston Astros,Seattle Mariners,0,0.7222222222222222,1,0.8,1,0.7,1,Y
12,23,K.Montero o4.5 strikeouts,Rotowire Prizepicks,100,1.5,K.Montero,3.0,1.5,Detroit Tigers,Toronto Blue Jays,0,0.25,0,0.25,0,0.25,0,N
13,24,S.Imanaga o5.5 strikeouts,Rotowire Prizepicks,100,1.5,S.Imanaga,3.0,1.5,Chicago Cubs,Arizona Diamondbacks,1,0.6470588235294118,1,0.6,1,0.7,1,Y
14,26,T.Phillips o4.5 strikeouts,Rotowire Prizepicks,100,1.5,T.Phillips,3.0,1.5,Philadelphia Phillies,Pittsburgh Pirates,0,1.0,1,1.0,1,1.0,1,N
15,27,A.Civale u4.5 strikeouts,Rotowire Prizepicks,100,1.5,A.Civale,3.0,1.5,Milwaukee Brewers,Minnesota Twins,0,0.0,0,0.0,0,0.0,0,Y
