,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,3,J.Fleming o1.5 Ks,SBK5065,115,0.5,J.Fleming,1.075,0.575,Pittsburgh Pirates,Milwaukee Brewers,0.0,0.5,0,0.5,0,0.5,0,N
1,4,J.Fleming o1.5 Ks,AnthonyDabbundo,125,1.0,J.Fleming,2.25,1.25,Pittsburgh Pirates,Milwaukee Brewers,0.0,0.5,0,0.5,0,0.5,0,N
2,5,B.Ober o5.5 Ks,SportsBookBreakers,-157,1.0,B.Ober,1.6369426751592355,0.6369426751592355,Minnesota Twins,Chicago White Sox,0.0,0.5294117647058824,1,0.8,1,0.5,0,X
3,8,T.Rogers u4.5 Ks,SBK5065,-170,1.0,T.Rogers,1.5882352941176472,0.5882352941176472,Miami Marlins,Houston Astros,0.0,0.5882352941176471,1,0.4,0,0.6,1,N
4,12,J.Fleming u1.5 strikeouts,Rotowire,100,0.75,J.Fleming,1.5,0.75,Pittsburgh Pirates,Milwaukee Brewers,0.0,0.5,0,0.5,0,0.5,0,Y
5,13,T.Rogers o3.5 strikeouts,Rotowire,100,0.75,T.Rogers,1.5,0.75,Miami Marlins,Houston Astros,0.0,0.5882352941176471,1,0.8,1,0.6,1,Y
6,15,A.Mazur u4.5 strikeouts,Rotowire,100,0.75,A.Mazur,1.5,0.75,San Diego Padres,Seattle Mariners,1.0,1.0,1,1.0,1,1.0,1,N
7,16,J.Irvin u5.5 hits allowed,Rotowire Prizepicks,100,1.5,J.Irvin,3.0,1.5,Washington Nationals,New York Mets,0.0,0.7777777777777778,1,0.6,1,0.8,1,N
8,17,B.Ober u5.5 strikeouts,Rotowire Prizepicks,100,1.5,B.Ober,3.0,1.5,Minnesota Twins,Chicago White Sox,0.0,0.4705882352941176,0,0.2,0,0.5,0,X
9,21,J.Irvin o5.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Irvin,3.0,1.5,Washington Nationals,New York Mets,0.0,0.3888888888888889,0,0.4,0,0.5,0,N
