,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
4,Z.Wheeler u18.5 Outs,SBK5065,-180,1.0,Z.Wheeler,1.5555555555555556,0.5555555555555556,Philadelphia Phillies,Minnesota Twins,0.0,0.5263157894736842,1,0.6,1,0.4,0
7,J.Quintana o15.5 Outs,gneiffer07,110,0.95,J.Quintana,1.995,1.045,New York Mets,New York Yankees,0.0,0.5789473684210527,1,0.8,1,0.7,1
10,G.Crochet u15.5 Outs,SBK5065,-196,1.96,G.Crochet,2.96,1.0,Chicago White Sox,Texas Rangers,0.0,0.4,0,0.4,0,0.2,0
12,J.Soriano o15.5 Outs,PropBetGuy,105,1.0,J.Soriano,2.05,1.0499999999999998,Los Angeles Angels,Seattle Mariners,0.0,0.6,1,0.6,1,0.7,1
9,J.Taillon u17.5 Outs,MrTuttle05,100,1.0,J.Taillon,2.0,1.0,Chicago Cubs,Milwaukee Brewers,1.0,0.4375,0,0.2,0,0.3,0
