,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Crawford u1.5 total bases,Rotowire,100,0.75,J.Crawford,1.5,0.75,Seattle Mariners,Cincinnati Reds,1.0,1.0,1,1.0,1,1.0,1
1,M.Moniak u1.5 total bases,Rotowire,100,0.75,M.Moniak,1.5,0.75,Los Angeles Angels,Tampa Bay Rays,0.0,0.9230769230769232,1,1.0,1,0.9,1
