Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
B.Pfaadt u16.5 Outs,PropBetGuy,Arizona Diamondbacks,B.Pfaadt,Milwaukee Brewers,0.0,0.3103448275862069,0,0.8,1,0.5,0,-109,1.09,2.0900000000000003,1.0000000000000002
