,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
1,A.Heaney u5.5 strikeouts,Chris Landers,110,1.0,2.1,1.1,A.Heaney,Texas Rangers,Milwaukee Brewers,1
6,A.Heaney u5.5 Ks,PropBetGuy,110,1.0,2.1,1.1,A.Heaney,Texas Rangers,Milwaukee Brewers,1
