,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
5,C.Bassitt u5.5 Ks,SBK5065,-140,1.0,C.Bassitt,1.7142857142857144,0.7142857142857144,Toronto Blue Jays,Pittsburgh Pirates,0.0
14,C.Sale u6.5 Ks,jimsannes,104,1.0,C.Sale,2.04,1.04,Boston Red Sox,Philadelphia Phillies,0.0
24,K.Muller u3.5 Ks,jimsannes,112,1.12,K.Muller,2.3744000000000005,1.2544000000000004,Oakland Athletics,Kansas City Royals,0.0
26,P.Battenfield u4.5 Ks,SBK5065,-105,1.05,P.Battenfield,2.05,0.9999999999999998,Cleveland Guardians,Minnesota Twins,1.0
27,P.Battenfield u4.5 Ks,PropBetGuy,-118,1.18,P.Battenfield,2.18,1.0000000000000002,Cleveland Guardians,Minnesota Twins,1.0
32,M.Fried u5.5 Ks,PropBetGuy,-116,1.16,M.Fried,2.16,1.0000000000000002,Atlanta Braves,Baltimore Orioles,1.0
38,J.Gray u4.5 strikeouts,Dan Servodidio,-110,1.0,J.Gray,1.9090909090909087,0.9090909090909088,Washington Nationals,Arizona Diamondbacks,0.0
29,K.Senga o5.5 Ks,PropBetGuy,100,1.5,K.Senga,3.0,1.5,New York Mets,Colorado Rockies,1.0
35,K.Senga o5.5 strikeouts,Benjamin Zweiman,-140,1.0,K.Senga,1.7142857142857144,0.7142857142857144,New York Mets,Colorado Rockies,1.0
