Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,L.Castillo u7.5 strikeouts,Teddy Ricketson,105,1.0,2.05,1.0499999999999998,L.Castillo,Seattle Mariners,Minnesota Twins,1.0,,,,,,
1,C.Silseth o3.5 Ks,SBK5065,-120,0.6,1.1,0.5000000000000001,C.Silseth,Los Angeles Angels,New York Yankees,1.0,,,,,,
2,J.Verlander u6.5 Ks,SBK5065,-125,0.63,1.134,0.5040000000000001,J.Verlander,New York Mets,Chicago White Sox,1.0,,,,,,
3,B.Bello u5.5 Ks,SBK5065,-120,0.6,1.1,0.5000000000000001,B.Bello,Boston Red Sox,Oakland Athletics,0.0,,,,,,
4,S.Alcantara u5.5 Ks,cowhitchurch,-140,0.7,1.2,0.5,S.Alcantara,Miami Marlins,St. Louis Cardinals,0.0,,,,,,
5,S.Alcantara u5.5 Ks,SBK5065,-125,0.63,1.134,0.5040000000000001,S.Alcantara,Miami Marlins,St. Louis Cardinals,0.0,,,,,,
6,S.Alcantara u5.5 Ks,AnthonyDabbundo,-140,1.4,2.4,1.0,S.Alcantara,Miami Marlins,St. Louis Cardinals,0.0,,,,,,
7,S.Alcantara u5.5 Ks,The_Oddsmaker,-140,1.4,2.4,1.0,S.Alcantara,Miami Marlins,St. Louis Cardinals,0.0,,,,,,
8,S.Alcantara u5.5 Ks,PropBetGuy,-108,1.08,2.08,1.0,S.Alcantara,Miami Marlins,St. Louis Cardinals,0.0,,,,,,
9,R.Hill u4.5 Ks,The_Oddsmaker,-142,1.0,1.704225352112676,0.704225352112676,R.Hill,Pittsburgh Pirates,Cleveland Guardians,1.0,,,,,,
0,G.Torres o0.5 Runs Scored,Thespinzone,-105,0.15,0.2928571428571428,0.1428571428571428,G.Torres,New York Yankees,Los Angeles Angels,0.0,,,,,,
1,J.Turner o0.5 Runs Scored,Thespinzone,125,0.1,0.225,0.125,J.Turner,Boston Red Sox,Oakland Athletics,0.0,,,,,,
2,P.Goldschmidt o0.5 Runs Scored,Thespinzone,120,0.13,0.286,0.156,P.Goldschmidt,St. Louis Cardinals,Miami Marlins,1.0,,,,,,
0,S.Ohtani o0.5 RBI,Thespinzone,200,0.15,0.4499999999999999,0.2999999999999999,S.Ohtani,Los Angeles Angels,New York Yankees,1.0,0.4893617021276595,0,0.8,1,0.5,0
1,N.Arenado o0.5 RBI,Thespinzone,150,0.15,0.375,0.225,N.Arenado,St. Louis Cardinals,Miami Marlins,1.0,0.4222222222222222,0,0.6,1,0.6,1
