Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
4,G.Torres o0.5 Runs Scored,Thespinzone,-105,0.15,0.2928571428571428,0.1428571428571428,G.Torres,New York Yankees,Los Angeles Angels,0.0,,,,,,
14,J.Turner o0.5 Runs Scored,Thespinzone,125,0.1,0.225,0.125,J.Turner,Boston Red Sox,Oakland Athletics,0.0,,,,,,
21,P.Goldschmidt o0.5 Runs Scored,Thespinzone,120,0.13,0.286,0.156,P.Goldschmidt,St. Louis Cardinals,Miami Marlins,1.0,,,,,,
19,L.Nootbaar o0.5 Runs Scored,Thespinzone,130,0.13,0.299,0.1689999999999999,L.Nootbaar,St. Louis Cardinals,Miami Marlins,1.0,,,,,,
29,H.Davis o0.5 Runs Scored,Thespinzone,140,0.15,0.36,0.21,H.Davis,Pittsburgh Pirates,Cleveland Guardians,1.0,,,,,,
9,M.Machado o1.5 Total Bases,charliedisturco,-105,0.53,1.0347619047619048,0.5047619047619047,M.Machado,San Diego Padres,Toronto Blue Jays,0.0,,,,,,
34,M.Betts o1.5 Total Bases,charliedisturco,-110,0.55,1.05,0.5,M.Betts,Los Angeles Dodgers,Baltimore Orioles,0.0,,,,,,
38,R.McMahon o1.5 Total Bases,charliedisturco,-110,0.55,1.05,0.5,R.McMahon,Colorado Rockies,Houston Astros,1.0,,,,,,
2,Z.Neto o0.5 RBI,Thespinzone,240,0.08,0.272,0.192,Z.Neto,Los Angeles Angels,New York Yankees,1.0,0.3,0.0,0.6,1.0,0.5,0.0
3,S.Ohtani o0.5 RBI,Thespinzone,200,0.15,0.4499999999999999,0.2999999999999999,S.Ohtani,Los Angeles Angels,New York Yankees,1.0,0.4893617021276595,0.0,0.8,1.0,0.5,0.0
5,N.Castellanos o0.5 RBI,Thespinzone,145,0.1,0.245,0.145,N.Castellanos,Philadelphia Phillies,Milwaukee Brewers,1.0,0.3695652173913043,0.0,0.2,0.0,0.2,0.0
11,N.Arenado o0.5 RBI,Thespinzone,150,0.15,0.375,0.225,N.Arenado,St. Louis Cardinals,Miami Marlins,1.0,0.4222222222222222,0.0,0.6,1.0,0.6,1.0
3,S.Ohtani o0.5 RBI,Thespinzone,200,0.15,0.4499999999999999,0.2999999999999999,S.Ohtani,Los Angeles Angels,New York Yankees,1.0,,,,,,
8,J.Jones o0.5 RBI,Thespinzone,230,0.08,0.264,0.184,J.Jones,Milwaukee Brewers,Philadelphia Phillies,0.0,,,,,,
13,M.Yoshida o0.5 RBI,Thespinzone,225,0.08,0.26,0.18,M.Yoshida,Boston Red Sox,Oakland Athletics,0.0,,,,,,
20,N.Arenado o0.5 RBI,Thespinzone,150,0.15,0.375,0.225,N.Arenado,St. Louis Cardinals,Miami Marlins,1.0,,,,,,
36,C.Seager o0.5 RBI,Thespinzone,130,0.11,0.253,0.143,C.Seager,Texas Rangers,Tampa Bay Rays,1.0,,,,,,
0,L.Castillo u7.5 strikeouts,Teddy Ricketson,105,1.0,2.05,1.0499999999999998,L.Castillo,Seattle Mariners,Minnesota Twins,1.0,,,,,,
5,C.Silseth o3.5 Ks,SBK5065,-120,0.6,1.1,0.5000000000000001,C.Silseth,Los Angeles Angels,New York Yankees,1.0,,,,,,
11,J.Verlander u6.5 Ks,SBK5065,-125,0.63,1.134,0.5040000000000001,J.Verlander,New York Mets,Chicago White Sox,1.0,,,,,,
17,B.Bello u5.5 Ks,SBK5065,-120,0.6,1.1,0.5000000000000001,B.Bello,Boston Red Sox,Oakland Athletics,0.0,,,,,,
23,S.Alcantara u5.5 Ks,cowhitchurch,-140,0.7,1.2,0.5,S.Alcantara,Miami Marlins,St. Louis Cardinals,0.0,,,,,,
24,S.Alcantara u5.5 Ks,SBK5065,-125,0.63,1.134,0.5040000000000001,S.Alcantara,Miami Marlins,St. Louis Cardinals,0.0,,,,,,
25,S.Alcantara u5.5 Ks,AnthonyDabbundo,-140,1.4,2.4,1.0,S.Alcantara,Miami Marlins,St. Louis Cardinals,0.0,,,,,,
26,S.Alcantara u5.5 Ks,The_Oddsmaker,-140,1.4,2.4,1.0,S.Alcantara,Miami Marlins,St. Louis Cardinals,0.0,,,,,,
27,S.Alcantara u5.5 Ks,PropBetGuy,-108,1.08,2.08,1.0,S.Alcantara,Miami Marlins,St. Louis Cardinals,0.0,,,,,,
28,R.Hill u4.5 Ks,The_Oddsmaker,-142,1.0,1.704225352112676,0.704225352112676,R.Hill,Pittsburgh Pirates,Cleveland Guardians,1.0,,,,,,
