Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
G.Conine o0.5 Hits,MoneylineHacks,Miami Marlins,G.Conine,Pittsburgh Pirates,0.0,0.5833333333333334,1,0.6,1,0.6,1,-105,1.0,1.9523809523809523,0.9523809523809524
K.Hendricks o5.5 Hits Allowed,Bettingyoda,Chicago Cubs,K.Hendricks,Los Angeles Dodgers,0.0,0.45,0,0.4,0,0.3,0,-110,1.0,1.9090909090909087,0.9090909090909092
W.Buehler o4.5 hits allowed,Rotowire Prizepicks,Los Angeles Dodgers,W.Buehler,Chicago Cubs,1.0,0.8333333333333334,1,0.8,1,0.8,1,100,1.5,3.0,1.5
