,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
8,J.Oviedo u5.5 Ks,SBK5065,-115,0.58,J.Oviedo,1.0843478260869563,0.5043478260869564,Pittsburgh Pirates,Chicago Cubs,0.0
12,L.Allen o4.5 Ks,cowhitchurch,-125,0.63,L.Allen,1.134,0.5040000000000001,Cleveland Guardians,San Diego Padres,0.0
13,L.Allen o4.5 Ks,The_Oddsmaker,-110,1.1,L.Allen,2.1,1.0,Cleveland Guardians,San Diego Padres,0.0
