,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
0,Z.Gallen o5.5 strikeouts,Teddy Ricketson,-185,1.0,1.5405405405405406,0.5405405405405406,Z.Gallen,Arizona Diamondbacks,San Francisco Giants,0.0
1,L.Lynn o1.5 Walks Allowed,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,L.Lynn,Chicago White Sox,Texas Rangers,0.0
2,S.Alcantara u6.5 Ks,PropBetGuy,-145,1.45,2.45,1.0000000000000002,S.Alcantara,Miami Marlins,Philadelphia Phillies,1.0
