,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
30,C.Morton u6.5 Ks,The_Oddsmaker,-160,1.6,C.Morton,2.6,1.0,Atlanta Braves,New York Mets,0.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1
35,G.Canning u4.5 Ks,_Collin1,100,0.5,G.Canning,1.0,0.5,Los Angeles Angels,Kansas City Royals,1.0,0.7142857142857143,1,0.6,1,0.7142857142857143,1
38,C.Morton u5.5 ks,Jason Radowitz,110,1.0,C.Morton,2.1,1.1,Atlanta Braves,New York Mets,0.0,0.5,0,0.6,1,0.5,0
39,R.Suarez o5.5 ks,Jason Radowitz,114,1.0,R.Suarez,2.14,1.1399999999999997,Philadelphia Phillies,Miami Marlins,0.0,0.7142857142857143,1,0.8,1,0.7142857142857143,1
43,T.Glasnow o5.5 strikeouts,Teddy Ricketson,-175,1.0,T.Glasnow,1.5714285714285714,0.5714285714285714,Los Angeles Dodgers,San Diego Padres,0.0,0.7142857142857143,1,0.8,1,0.7142857142857143,1
25,R.Suarez u5.5 Ks,GreenDotDaily,-115,1.0,R.Suarez,1.869565217391304,0.8695652173913042,Philadelphia Phillies,Miami Marlins,0.0,0.2857142857142857,0,0.2,0,0.2857142857142857,0
26,R.Suarez u5.5 Ks,charliedisturco,-115,0.5,R.Suarez,0.934782608695652,0.4347826086956521,Philadelphia Phillies,Miami Marlins,0.0,0.2857142857142857,0,0.2,0,0.2857142857142857,0
27,R.Suarez u5.5 Ks,cowhitchurch,-128,1.28,R.Suarez,2.28,1.0000000000000002,Philadelphia Phillies,Miami Marlins,0.0,0.2857142857142857,0,0.2,0,0.2857142857142857,0
28,R.Suarez u5.5 Ks,The_Oddsmaker,-115,1.15,R.Suarez,2.1499999999999995,0.9999999999999996,Philadelphia Phillies,Miami Marlins,0.0,0.2857142857142857,0,0.2,0,0.2857142857142857,0
29,T.Houck u5.5 Ks,cowhitchurch,-145,0.73,T.Houck,1.233448275862069,0.5034482758620691,Boston Red Sox,Washington Nationals,1.0,0.4285714285714285,0,0.6,1,0.4285714285714285,0
37,T.Houck u5.5 ks,Jason Radowitz,-138,1.0,T.Houck,1.7246376811594204,0.7246376811594204,Boston Red Sox,Washington Nationals,1.0,0.4285714285714285,0,0.6,1,0.4285714285714285,0
