,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
1,J.Flaherty o5.5 Strikeouts,Dan Servodidio,-110,1.0,1.9090909090909092,0.9090909090909092,J.Flaherty,Baltimore Orioles,San Diego Padres,0.0
2,J.Flaherty o5.5 Ks,PropBetGuy,-125,1.25,2.25,1.0,J.Flaherty,Baltimore Orioles,San Diego Padres,0.0
7,B.Elder u4.5 Ks,jimsannes,-116,0.86,1.6013793103448275,0.7413793103448275,B.Elder,Atlanta Braves,New York Yankees,1.0
10,D.Hudson u4.5 Ks,PropBetGuy,-118,1.0,1.847457627118644,0.847457627118644,D.Hudson,St. Louis Cardinals,Oakland Athletics,1.0
